speaker,island,word,f2
TPT,Rarotonga,rave,1380.570139
TPT,Rarotonga,rave,1418.763414
TPT,Rarotonga,rave,1627.870988
TPT,Rarotonga,rave,1409.08698
TPT,Rarotonga,rave,1451.290161
TPT,Rarotonga,rave,1463.291968
TPT,Rarotonga,rave,1074.552513
TPT,Rarotonga,rave,1256.541423
TPT,Rarotonga,rave,1398.905262
TPT,Rarotonga,rave,1058.051891
TPT,Rarotonga,rave,1229.604328
AAN,Rarotonga,raveꞌia,1321.420392
RP,Rarotonga,raveꞌia,1705.21495
TMT,Rarotonga,reva,1413.35357
TMT,Rarotonga,reva,1244.083254
TMT,Rarotonga,tv,1935.122915
TMT,Rarotonga,tv,1748.055346
TMT,Rarotonga,tv,1920.256075
TMT,Rarotonga,tv,2275.10837
KDN,Rarotonga,tāvini,1695.924705
KDN,Rarotonga,va,1812.672418
KDN,Rarotonga,vaerua,1195.073743
KDN,Rarotonga,vaerua,1393.600786
KDN,Rarotonga,vaerua,1812.683455
TPT,Rarotonga,vaerua,937.3701246
TMT,Rarotonga,vaevae,986.5477729
TMT,Rarotonga,vaevae,1851.589543
AAN,Rarotonga,vai,1262.444632
KDN,Rarotonga,vai,1778.71102
TPT,Rarotonga,vai,1241.706866
TPT,Rarotonga,vai,1205.717604
TPT,Rarotonga,vai,703.2580766
TPT,Rarotonga,vai,1154.743359
TMT,Rarotonga,vairanga,1011.804219
TPT,Rarotonga,vaitata,675.3738421
TPT,Rarotonga,vaitata,1735.566131
AAN,Rarotonga,vaka,994.4048577
AAN,Rarotonga,vaka,996.4332072
AAN,Rarotonga,vaka,1224.968013
AAN,Rarotonga,vaka,1105.540717
AAN,Rarotonga,vaka,2095.451275
AAN,Rarotonga,vaka,927.0515952
AAN,Rarotonga,vaka,2130.494759
AAN,Rarotonga,vaka,2017.06227
AAN,Rarotonga,vaka,1049.145405
AAN,Rarotonga,vaka,1659.72638
AAN,Rarotonga,vaka,1000.925403
AAN,Rarotonga,vaka,2060.495633
AAN,Rarotonga,vaka,2281.294004
AAN,Rarotonga,vaka,1072.188779
AAN,Rarotonga,vaka,1025.893672
AAN,Rarotonga,vaka,1818.259748
AAN,Rarotonga,vaka,1141.105528
AAN,Rarotonga,vaka,1122.376166
TPT,Rarotonga,vaoo,862.0231936
KDN,Rarotonga,varangau,968.1811665
KDN,Rarotonga,varu,1432.099838
KDN,Rarotonga,varu,1043.969829
TPT,Rarotonga,vavaria,1053.732712
TPT,Rarotonga,vavaria,1274.927987
TPT,Rarotonga,vave,1079.349783
TPT,Rarotonga,vave,1323.59999
TPT,Rarotonga,vaꞌa,1405.215979
TPT,Rarotonga,vaꞌarua,1077.732589
AAN,Rarotonga,vaꞌine,1040.549918
AAN,Rarotonga,vaꞌine,982.8640339
AAN,Rarotonga,vaꞌine,2261.744508
AAN,Rarotonga,vaꞌine,1018.14492
KDN,Rarotonga,vaꞌine,1856.830255
KDN,Rarotonga,vaꞌine,1563.526358
KDN,Rarotonga,vaꞌine,1985.729133
KDN,Rarotonga,vaꞌine,1105.809666
KDN,Rarotonga,vaꞌine,1749.665049
KDN,Rarotonga,vaꞌine,1474.076551
KDN,Rarotonga,vaꞌine,1881.942143
TMT,Rarotonga,vaꞌine,1019.898042
TMT,Rarotonga,vaꞌo,1817.975462
TMT,Rarotonga,vaꞌo,1332.522067
KDN,Rarotonga,vaꞌī,1373.36549
KDN,Rarotonga,vaꞌī,1760.79382
KDN,Rarotonga,vaꞌīꞌia,1844.534448
AAN,Rarotonga,veritū,1598.784921
AAN,Rarotonga,veritūamaroa,1443.535821
TMT,Rarotonga,verovero,1577.694388
TMT,Rarotonga,verovero,1338.655785
TPT,Rarotonga,vila,1565.074863
TMT,Rarotonga,vitiō,1483.153543
KDN,Rarotonga,viviki,1923.880673
KDN,Rarotonga,viviki,1972.038334
TPT,Rarotonga,viviki,1930.028366
TPT,Rarotonga,viviki,1989.896051
TPT,Rarotonga,viviki,1558.082754
TPT,Rarotonga,viviki,1866.579712
TPT,Rarotonga,viꞌiviꞌi,1822.141277
TPT,Rarotonga,viꞌiviꞌi,1580.2142
TMT,Rarotonga,vora,936.3415929
TMT,Rarotonga,vorapī,794.2912811
AAN,Rarotonga,ꞌakarevaꞌia,1840.736829
AAN,Rarotonga,ꞌakarevaꞌia,1802.058496
TPT,Rarotonga,ꞌakavā,1201.030356
TPT,Rarotonga,ꞌakavāꞌanga,1237.976155
TPT,Rarotonga,ꞌakavāꞌia,1608.939594
TMT,Rarotonga,ꞌāviri,1502.693479
