speaker,island,word,intensity
BPT,Penrhyn,vaꞌine,45.66222598
BPT,Penrhyn,vaꞌine,44.15040553
BPT,Penrhyn,vaꞌo,34.26696454
BPT,Penrhyn,veri,48.30368933
BPT,Penrhyn,viti,52.20597169
BPT,Penrhyn,viviki,60.39576919
BPT,Penrhyn,viviki,60.1416521
BPT,Penrhyn,viviki,65.33989932
BPT,Penrhyn,viviki,62.72308806
BPT,Penrhyn,viviki,44.88501109
BPT,Penrhyn,viviki,39.69093515
BPT,Penrhyn,viviki,43.91806852
BPT,Penrhyn,viviki,37.98878602
BPT,Penrhyn,viviki,36.68112602
BPT,Penrhyn,viviki,44.39455079
BPT,Penrhyn,viviki,56.31589312
BPT,Penrhyn,viviki,47.51789719
BPT,Penrhyn,viviki,36.92982472
BPT,Penrhyn,viviki,42.63010498
BPT,Penrhyn,vānanga,57.12623164
BPT,Penrhyn,vāꞌanga,53.31580656
BPT,Penrhyn,vāꞌi,54.45610819
BPT,Penrhyn,vāꞌine,39.55108172
BPT,Penrhyn,vāꞌine,46.99580985
BPT,Penrhyn,vāꞌine,44.76034721
BPT,Penrhyn,vāꞌine,45.71459017
BPT,Penrhyn,vāꞌine,44.1722836
BPT,Penrhyn,vāꞌine,39.18362197
BPT,Penrhyn,vāꞌine,47.77053668
BPT,Penrhyn,vītī,50.26469534
BPT,Penrhyn,vītī,52.3002283
BPT,Penrhyn,vītī,56.31075589
BPT,Penrhyn,ꞌakavaitata,34.85165755
BPT,Penrhyn,ꞌavaiki,53.63327389
AAN,Rarotonga,ava,43.35298193
AAN,Rarotonga,ava,36.22685906
AAN,Rarotonga,avaiki,45.78803003
AAN,Rarotonga,avaiki,36.05175787
KDN,Rarotonga,dāvida,72.92951304
KDN,Rarotonga,dāvida,68.21242294
KDN,Rarotonga,dāvida,70.90476776
TPT,Rarotonga,dāvida,53.66160133
TMT,Rarotonga,kave,58.87526841
TPT,Rarotonga,levi,60.77871939
TPT,Rarotonga,levi,73.01558186
TPT,Rarotonga,levi,66.26246291
KDN,Rarotonga,peroveta,75.53369758
TPT,Rarotonga,peroveta,64.177875
TPT,Rarotonga,peroveta,60.62123318
AAN,Rarotonga,rava,39.14364889
AAN,Rarotonga,rava,51.93686544
KDN,Rarotonga,rava,69.42431665
KDN,Rarotonga,rava,66.70356227
KDN,Rarotonga,rava,66.16909406
KDN,Rarotonga,rava,64.13689113
KDN,Rarotonga,rava,60.06804464
KDN,Rarotonga,rava,68.44576474
KDN,Rarotonga,rava,66.58547473
KDN,Rarotonga,rava,69.39697893
KDN,Rarotonga,rava,69.55254945
KDN,Rarotonga,rava,71.02328581
KDN,Rarotonga,rava,73.88570854
KDN,Rarotonga,rava,64.10091679
TMT,Rarotonga,rava,58.51959044
TPT,Rarotonga,rava,59.79153171
TPT,Rarotonga,rava,61.16930985
TPT,Rarotonga,rava,41.01491276
TPT,Rarotonga,rava,65.72908165
TPT,Rarotonga,rava,62.28111173
TPT,Rarotonga,rava,68.89568392
TPT,Rarotonga,rava,63.32447792
TPT,Rarotonga,rava,55.93996294
TPT,Rarotonga,rava,52.81575856
TPT,Rarotonga,rava,66.04152393
TPT,Rarotonga,ravakai,55.23310841
TPT,Rarotonga,ravarai,58.65795284
AAN,Rarotonga,rave,39.22013304
AAN,Rarotonga,rave,46.33316259
KDN,Rarotonga,rave,68.54759397
KDN,Rarotonga,rave,61.51192925
TMT,Rarotonga,rave,58.93575683
TMT,Rarotonga,rave,65.91908892
TMT,Rarotonga,rave,60.44436381
TMT,Rarotonga,rave,58.46736488
TPT,Rarotonga,rave,52.08088018
TPT,Rarotonga,rave,60.75461504
TPT,Rarotonga,rave,58.45892051
TPT,Rarotonga,rave,59.00567192
TPT,Rarotonga,rave,56.96683161
TPT,Rarotonga,rave,60.36693846
TPT,Rarotonga,rave,60.2865087
TPT,Rarotonga,rave,60.45023701
TPT,Rarotonga,rave,61.57894818
TPT,Rarotonga,rave,57.90821531
TPT,Rarotonga,rave,52.44179733
TPT,Rarotonga,rave,57.66907467
TPT,Rarotonga,rave,68.62054346
TPT,Rarotonga,rave,62.82299647
AAN,Rarotonga,raveꞌia,40.76577072
RP,Rarotonga,raveꞌia,79.29381702
TMT,Rarotonga,reva,57.99118518
TMT,Rarotonga,reva,55.20746788
TMT,Rarotonga,tv,54.21868812
TMT,Rarotonga,tv,58.92372969
TMT,Rarotonga,tv,39.47888413
TMT,Rarotonga,tv,67.38033758
KDN,Rarotonga,tāvini,74.40051467
KDN,Rarotonga,va,41.25086239
KDN,Rarotonga,vaerua,65.45901214
KDN,Rarotonga,vaerua,65.8937979
KDN,Rarotonga,vaerua,61.6647351
TPT,Rarotonga,vaerua,61.0850166
TMT,Rarotonga,vaevae,57.13772578
TMT,Rarotonga,vaevae,53.97354705
AAN,Rarotonga,vai,41.67660961
KDN,Rarotonga,vai,57.46851622
TPT,Rarotonga,vai,62.49939317
TPT,Rarotonga,vai,61.06920511
TPT,Rarotonga,vai,62.51997249
TPT,Rarotonga,vai,62.31965962
TMT,Rarotonga,vairanga,57.62957779
TPT,Rarotonga,vaitata,51.31900068
TPT,Rarotonga,vaitata,56.41595981
AAN,Rarotonga,vaka,46.83282108
AAN,Rarotonga,vaka,39.73061811
AAN,Rarotonga,vaka,45.00127238
AAN,Rarotonga,vaka,47.66960058
AAN,Rarotonga,vaka,40.88465639
AAN,Rarotonga,vaka,45.77973276
AAN,Rarotonga,vaka,43.87317193
AAN,Rarotonga,vaka,37.61677811
AAN,Rarotonga,vaka,40.40999094
AAN,Rarotonga,vaka,36.41875479
AAN,Rarotonga,vaka,38.32600045
AAN,Rarotonga,vaka,20.87145787
AAN,Rarotonga,vaka,40.30599302
AAN,Rarotonga,vaka,39.28946411
AAN,Rarotonga,vaka,40.77424626
AAN,Rarotonga,vaka,42.41133711
AAN,Rarotonga,vaka,47.72985736
AAN,Rarotonga,vaka,43.25827911
TPT,Rarotonga,vaoo,66.21585191
KDN,Rarotonga,varangau,77.25897834
KDN,Rarotonga,varu,68.33902117
KDN,Rarotonga,varu,67.25426413
TPT,Rarotonga,vavaria,67.33881147
TPT,Rarotonga,vavaria,60.5870554
TPT,Rarotonga,vave,62.18967729
TPT,Rarotonga,vave,61.50345972
TPT,Rarotonga,vaꞌa,53.91243884
TPT,Rarotonga,vaꞌarua,58.54831708
AAN,Rarotonga,vaꞌine,52.75762135
AAN,Rarotonga,vaꞌine,41.91057559
AAN,Rarotonga,vaꞌine,40.11250672
AAN,Rarotonga,vaꞌine,38.16911251
KDN,Rarotonga,vaꞌine,64.10233649
KDN,Rarotonga,vaꞌine,68.05615202
KDN,Rarotonga,vaꞌine,71.94041193
KDN,Rarotonga,vaꞌine,69.60288992
KDN,Rarotonga,vaꞌine,66.63232096
KDN,Rarotonga,vaꞌine,68.76914823
KDN,Rarotonga,vaꞌine,67.86852083
TMT,Rarotonga,vaꞌine,57.34803646
TMT,Rarotonga,vaꞌo,54.74169635
TMT,Rarotonga,vaꞌo,62.09278297
KDN,Rarotonga,vaꞌī,66.77715874
KDN,Rarotonga,vaꞌī,66.83027513
KDN,Rarotonga,vaꞌīꞌia,58.83285851
AAN,Rarotonga,veritū,49.1127036
AAN,Rarotonga,veritūamaroa,48.93585464
TMT,Rarotonga,verovero,64.67215376
TMT,Rarotonga,verovero,70.9717335
TPT,Rarotonga,vila,56.6284211
TMT,Rarotonga,vitiō,61.62223366
KDN,Rarotonga,viviki,64.98872318
KDN,Rarotonga,viviki,63.19945255
TPT,Rarotonga,viviki,56.68766071
TPT,Rarotonga,viviki,63.3007367
TPT,Rarotonga,viviki,63.0578791
TPT,Rarotonga,viviki,63.16907401
TPT,Rarotonga,viꞌiviꞌi,54.88136257
TPT,Rarotonga,viꞌiviꞌi,61.03012344
TMT,Rarotonga,vora,64.90252163
TMT,Rarotonga,vorapī,60.08090981
AAN,Rarotonga,ꞌakarevaꞌia,43.57444344
AAN,Rarotonga,ꞌakarevaꞌia,44.73979628
TPT,Rarotonga,ꞌakavā,65.63228131
TPT,Rarotonga,ꞌakavāꞌanga,59.15018825
TPT,Rarotonga,ꞌakavāꞌia,48.60283518
TMT,Rarotonga,ꞌāviri,59.29200567
