island,word,percent,hz,duration,intensity
Mauke,vāvā,f0_80.point,186.8484537,0.09,63.23939212
Mauke,vēꞌi,f0_20.point,148.41095,0.06,43.09522711
Mauke,vēꞌi,f0_50.point,151.8128369,0.06,43.09522711
Mauke,vēꞌi,f0_80.point,159.5754305,0.06,43.09522711
Mauke,vēꞌi,f0_20.point,148.41095,0.06,43.09522711
Mauke,vēꞌi,f0_50.point,151.8128369,0.06,43.09522711
Mauke,vēꞌi,f0_80.point,159.5754305,0.06,43.09522711
Mauke,vēꞌī,f0_20.point,163.9181471,0.07,47.71697819
Mauke,vēꞌī,f0_50.point,161.1925387,0.07,47.71697819
Mauke,vēꞌī,f0_80.point,166.5254337,0.07,47.71697819
Mauke,vēꞌī,f0_20.point,163.9181471,0.07,47.71697819
Mauke,vēꞌī,f0_50.point,161.1925387,0.07,47.71697819
Mauke,vēꞌī,f0_80.point,166.5254337,0.07,47.71697819
Mauke,vēꞌī,f0_20.point,168.5608192,0.09,46.12773552
Mauke,vēꞌī,f0_50.point,169.5003818,0.09,46.12773552
Mauke,vēꞌī,f0_80.point,179.787132,0.09,46.12773552
Mauke,vēꞌī,f0_20.point,168.5608192,0.09,46.12773552
Mauke,vēꞌī,f0_50.point,169.5003818,0.09,46.12773552
Mauke,vēꞌī,f0_80.point,179.787132,0.09,46.12773552
Mauke,vī,f0_20.point,135.9981816,0.06,64.68891263
Mauke,vī,f0_50.point,137.9717352,0.06,64.68891263
Mauke,vī,f0_80.point,146.8411224,0.06,64.68891263
Mauke,ꞌakarevaꞌia,f0_20.point,268.9852577,0.07,65.2493847
Mauke,ꞌakarevaꞌia,f0_50.point,261.2573639,0.07,65.2493847
Mauke,ꞌakarevaꞌia,f0_80.point,264.7984099,0.07,65.2493847
Mauke,ꞌakarevaꞌia,f0_20.point,245.7288341,0.07,64.39327836
Mauke,ꞌakarevaꞌia,f0_50.point,240.9362039,0.07,64.39327836
Mauke,ꞌakarevaꞌia,f0_80.point,241.4637449,0.07,64.39327836
Mauke,ꞌakarevaꞌia,f0_20.point,221.7071723,0.07,59.0343979
Mauke,ꞌakarevaꞌia,f0_50.point,219.382729,0.07,59.0343979
Mauke,ꞌakarevaꞌia,f0_80.point,235.3023967,0.07,59.0343979
Mauke,ꞌakarevaꞌia,f0_20.point,210.1738829,0.08,62.42611623
Mauke,ꞌakarevaꞌia,f0_50.point,201.198516,0.08,62.42611623
Mauke,ꞌakarevaꞌia,f0_80.point,211.293268,0.08,62.42611623
Mauke,ꞌakavaꞌavaꞌa,f0_20.point,164.05256,0.08,69.55848265
Mauke,ꞌakavaꞌavaꞌa,f0_50.point,171.4008307,0.08,69.55848265
Mauke,ꞌakavaꞌavaꞌa,f0_80.point,185.2650599,0.08,69.55848265
Mauke,ꞌakavaꞌavaꞌa,f0_20.point,176.8849416,0.07,63.45704366
Mauke,ꞌakavaꞌavaꞌa,f0_50.point,177.7384202,0.07,63.45704366
Mauke,ꞌakavaꞌavaꞌa,f0_80.point,178.0267969,0.07,63.45704366
Mauke,ꞌakavaꞌavaꞌaꞌia,f0_20.point,153.1933306,0.07,69.07529871
Mauke,ꞌakavaꞌavaꞌaꞌia,f0_50.point,156.1327699,0.07,69.07529871
Mauke,ꞌakavaꞌavaꞌaꞌia,f0_80.point,165.3945937,0.07,69.07529871
Mauke,ꞌakavaꞌavaꞌaꞌia,f0_20.point,158.8986733,0.08,68.19423598
Mauke,ꞌakavaꞌavaꞌaꞌia,f0_50.point,162.143812,0.08,68.19423598
Mauke,ꞌakavaꞌavaꞌaꞌia,f0_80.point,170.8202322,0.08,68.19423598
Mauke,ꞌakavaꞌavaꞌaꞌia,f0_20.point,155.6484575,0.07,64.84900539
Mauke,ꞌakavaꞌavaꞌaꞌia,f0_50.point,161.8798363,0.07,64.84900539
Mauke,ꞌakavaꞌavaꞌaꞌia,f0_80.point,170.0921859,0.07,64.84900539
Mauke,ꞌakavaꞌavaꞌaꞌia,f0_20.point,162.326192,0.06,68.30861913
Mauke,ꞌakavaꞌavaꞌaꞌia,f0_50.point,159.9119954,0.06,68.30861913
Mauke,ꞌakavaꞌavaꞌaꞌia,f0_80.point,160.0356657,0.06,68.30861913
Mauke,ꞌakavaꞌavaꞌva,f0_20.point,181.0071036,0.06,63.45366928
Mauke,ꞌakavaꞌavaꞌva,f0_50.point,183.8903647,0.06,63.45366928
Mauke,ꞌakavaꞌavaꞌva,f0_80.point,188.6938125,0.06,63.45366928
Mauke,ꞌakavaꞌavaꞌva,f0_20.point,186.2548529,0.05,65.37936243
Mauke,ꞌakavaꞌavaꞌva,f0_50.point,188.2575011,0.05,65.37936243
Mauke,ꞌakavaꞌavaꞌva,f0_80.point,190.1152815,0.05,65.37936243
Mauke,ꞌakavaꞌavaꞌva,f0_20.point,80.12234524,0.03,63.19076832
Mauke,ꞌakavaꞌavaꞌva,f0_50.point,79.27915519,0.03,63.19076832
Mauke,ꞌakavaꞌavaꞌva,f0_80.point,82.43184323,0.03,63.19076832
Mauke,ꞌavaiki,f0_20.point,180.6769706,0.06,48.83759371
Mauke,ꞌavaiki,f0_50.point,187.6569752,0.06,48.83759371
Mauke,ꞌavaiki,f0_80.point,205.293749,0.06,48.83759371
Mauke,ꞌavaiki,f0_20.point,139.1657132,0.1,43.79808648
Mauke,ꞌavaiki,f0_50.point,144.8136347,0.1,43.79808648
Mauke,ꞌavaiki,f0_80.point,149.6198269,0.1,43.79808648
Mauke,ꞌavaiki,f0_20.point,120.6160819,0.04,56.287877
Mauke,ꞌavaiki,f0_50.point,140.9785741,0.04,56.287877
Mauke,ꞌavaiki,f0_80.point,146.6681359,0.04,56.287877
Mauke,ꞌānēnevaꞌia,f0_20.point,227.8980123,0.07,65.38226447
Mauke,ꞌānēnevaꞌia,f0_50.point,224.4299403,0.07,65.38226447
Mauke,ꞌānēnevaꞌia,f0_80.point,230.6198918,0.07,65.38226447
Mauke,ꞌārāvei,f0_20.point,147.9320675,0.07,61.77989014
Mauke,ꞌārāvei,f0_50.point,150.9252764,0.07,61.77989014
Mauke,ꞌārāvei,f0_80.point,157.6969686,0.07,61.77989014
Mauke,ꞌārāvei,f0_20.point,131.9723427,0.05,63.71752668
Mauke,ꞌārāvei,f0_50.point,132.4522853,0.05,63.71752668
Mauke,ꞌārāvei,f0_80.point,134.4579604,0.05,63.71752668
Mauke,ꞌārāvei,f0_20.point,178.9923507,0.03,70.49913304
Mauke,ꞌārāvei,f0_50.point,178.8593211,0.03,70.49913304
Mauke,ꞌārāvei,f0_80.point,179.0838723,0.03,70.49913304
Mauke,ꞌāviri,f0_20.point,169.7026681,0.06,71.51323204
Mauke,ꞌāviri,f0_50.point,169.5229581,0.06,71.51323204
Mauke,ꞌāviri,f0_80.point,179.8865905,0.06,71.51323204
Penrhyn,iva,f0_20.point,160.1571867,0.07,56.92299954
Penrhyn,iva,f0_50.point,163.6668838,0.07,56.92299954
Penrhyn,iva,f0_80.point,173.2033711,0.07,56.92299954
Penrhyn,iva,f0_20.point,134.8908105,0.09,55.79775209
Penrhyn,iva,f0_50.point,137.6705245,0.09,55.79775209
Penrhyn,iva,f0_80.point,135.4112285,0.09,55.79775209
Penrhyn,ivi,f0_20.point,150.6632393,0.1,57.22991349
Penrhyn,ivi,f0_50.point,146.4893113,0.1,57.22991349
Penrhyn,ivi,f0_80.point,155.1642737,0.1,57.22991349
Penrhyn,ivi,f0_20.point,152.0821601,0.09,57.77213594
Penrhyn,ivi,f0_50.point,146.7421502,0.09,57.77213594
Penrhyn,ivi,f0_80.point,162.4473679,0.09,57.77213594
Penrhyn,ivi,f0_20.point,157.497484,0.13,59.10126818
Penrhyn,ivi,f0_50.point,151.665946,0.13,59.10126818
Penrhyn,ivi,f0_80.point,151.6196516,0.13,59.10126818
Penrhyn,ivi,f0_20.point,124.1395537,0.16,53.64564467
Penrhyn,ivi,f0_50.point,110.3363397,0.16,53.64564467
Penrhyn,ivi,f0_80.point,100.6722128,0.16,53.64564467
Penrhyn,ivi,f0_20.point,105.0685399,0.19,48.70063397
Penrhyn,ivi,f0_50.point,100.7737665,0.19,48.70063397
Penrhyn,ivi,f0_80.point,100.4595347,0.19,48.70063397
Penrhyn,ivi,f0_20.point,161.1152816,0.04,57.68937487
Penrhyn,ivi,f0_50.point,157.1753146,0.04,57.68937487
Penrhyn,ivi,f0_80.point,153.3101397,0.04,57.68937487
Penrhyn,ivi,f0_20.point,171.0589037,0.17,57.09261711
Penrhyn,ivi,f0_50.point,149.7729534,0.17,57.09261711
Penrhyn,ivi,f0_80.point,136.2487979,0.17,57.09261711
Penrhyn,kave,f0_20.point,127.0040297,0.05,44.85854898
Penrhyn,kave,f0_50.point,122.229538,0.05,44.85854898
Penrhyn,kave,f0_80.point,116.075169,0.05,44.85854898
Penrhyn,kiva,f0_20.point,173.3413092,0.01,45.36631081
Penrhyn,kiva,f0_50.point,170.7449326,0.01,45.36631081
Penrhyn,kiva,f0_80.point,167.7364989,0.01,45.36631081
Penrhyn,mākave,f0_20.point,178.1293074,0.03,61.48731736
Penrhyn,mākave,f0_50.point,177.3270517,0.03,61.48731736
Penrhyn,mākave,f0_80.point,175.8434736,0.03,61.48731736
Penrhyn,nukuteveri,f0_20.point,126.4545411,0.03,51.27771753
Penrhyn,nukuteveri,f0_50.point,123.5800238,0.03,51.27771753
Penrhyn,nukuteveri,f0_80.point,120.7609606,0.03,51.27771753
Penrhyn,rava,f0_20.point,181.751871,0.12,58.34005711
Penrhyn,rava,f0_50.point,147.5406946,0.12,58.34005711
Penrhyn,rava,f0_80.point,148.3667581,0.12,58.34005711
Penrhyn,rava,f0_20.point,182.293424,0.09,61.05925601
Penrhyn,rava,f0_50.point,181.9103303,0.09,61.05925601
Penrhyn,rava,f0_80.point,185.3741312,0.09,61.05925601
Penrhyn,rava,f0_20.point,178.4171081,0.11,61.53087159
Penrhyn,rava,f0_50.point,168.258139,0.11,61.53087159
Penrhyn,rava,f0_80.point,172.2983907,0.11,61.53087159
Penrhyn,rava,f0_20.point,148.9447165,0.08,60.41849665
Penrhyn,rava,f0_50.point,145.6566658,0.08,60.41849665
Penrhyn,rava,f0_80.point,146.3485493,0.08,60.41849665
Penrhyn,rava,f0_20.point,186.1708734,0.08,55.93618667
Penrhyn,rava,f0_50.point,186.4607159,0.08,55.93618667
Penrhyn,rava,f0_80.point,189.2248826,0.08,55.93618667
Penrhyn,rava,f0_20.point,165.4951252,0.12,56.82787172
Penrhyn,rava,f0_50.point,169.740333,0.12,56.82787172
Penrhyn,rava,f0_80.point,174.6869344,0.12,56.82787172
Penrhyn,rava,f0_20.point,189.4685335,0.07,60.95966959
Penrhyn,rava,f0_50.point,189.1101321,0.07,60.95966959
Penrhyn,rava,f0_80.point,192.5239296,0.07,60.95966959
Penrhyn,rava,f0_20.point,128.2277296,0.11,57.07831634
Penrhyn,rava,f0_50.point,133.2186279,0.11,57.07831634
Penrhyn,rava,f0_80.point,134.0139214,0.11,57.07831634
Penrhyn,rava,f0_20.point,133.0123719,0.08,60.38664198
Penrhyn,rava,f0_50.point,133.8861909,0.08,60.38664198
Penrhyn,rava,f0_80.point,132.1861729,0.08,60.38664198
Penrhyn,rava,f0_20.point,180.1648075,0.1,59.31413158
Penrhyn,rava,f0_50.point,176.4611111,0.1,59.31413158
Penrhyn,rava,f0_80.point,185.22773,0.1,59.31413158
Penrhyn,rava,f0_20.point,157.0382159,0.13,40.45632049
Penrhyn,rava,f0_50.point,147.9402119,0.13,40.45632049
Penrhyn,rava,f0_80.point,142.9342027,0.13,40.45632049
Penrhyn,rava,f0_20.point,160.1361632,0.08,41.00019485
Penrhyn,rava,f0_50.point,163.0369316,0.08,41.00019485
Penrhyn,rava,f0_80.point,168.1126379,0.08,41.00019485
Penrhyn,rava,f0_20.point,134.2467912,0.09,49.40478555
Penrhyn,rava,f0_50.point,134.1132972,0.09,49.40478555
Penrhyn,rava,f0_80.point,132.960003,0.09,49.40478555
Penrhyn,rava,f0_20.point,152.4502167,0.11,37.43775444
Penrhyn,rava,f0_50.point,153.9509916,0.11,37.43775444
Penrhyn,rava,f0_80.point,159.6338534,0.11,37.43775444
Penrhyn,rava,f0_20.point,165.2024265,0.09,43.70193866
Penrhyn,rava,f0_50.point,162.2145434,0.09,43.70193866
Penrhyn,rava,f0_80.point,158.7396709,0.09,43.70193866
Penrhyn,rava,f0_20.point,108.6885766,0.13,38.10400615
Penrhyn,rava,f0_50.point,103.617461,0.13,38.10400615
Penrhyn,rava,f0_80.point,106.3734433,0.13,38.10400615
Penrhyn,rava,f0_20.point,137.6285273,0.1,36.92277718
Penrhyn,rava,f0_50.point,137.720907,0.1,36.92277718
Penrhyn,rava,f0_80.point,138.5891991,0.1,36.92277718
Penrhyn,ravakai,f0_20.point,129.5948449,0.1,43.15205883
Penrhyn,ravakai,f0_50.point,136.4589103,0.1,43.15205883
Penrhyn,ravakai,f0_80.point,142.7309049,0.1,43.15205883
Penrhyn,ravakai,f0_20.point,133.3602692,0.08,45.28081447
Penrhyn,ravakai,f0_50.point,134.934831,0.08,45.28081447
Penrhyn,ravakai,f0_80.point,133.2449196,0.08,45.28081447
Penrhyn,ravakai,f0_20.point,165.0052018,0.1,39.35964758
Penrhyn,ravakai,f0_50.point,160.2522273,0.1,39.35964758
Penrhyn,ravakai,f0_80.point,153.6493654,0.1,39.35964758
Penrhyn,ravakai,f0_20.point,145.2510674,0.09,38.66290297
Penrhyn,ravakai,f0_50.point,146.4802292,0.09,38.66290297
Penrhyn,ravakai,f0_80.point,150.6762555,0.09,38.66290297
Penrhyn,ravakai,f0_20.point,114.6854914,0.11,31.56377803
Penrhyn,ravakai,f0_50.point,116.7053215,0.11,31.56377803
Penrhyn,ravakai,f0_80.point,124.3639525,0.11,31.56377803
Penrhyn,ravakai,f0_20.point,109.8744184,0.06,45.5601819
Penrhyn,ravakai,f0_50.point,109.2063876,0.06,45.5601819
Penrhyn,ravakai,f0_80.point,112.7581734,0.06,45.5601819
Penrhyn,ravarava,f0_20.point,117.3362326,0.09,57.23782388
Penrhyn,ravarava,f0_50.point,118.1375716,0.09,57.23782388
Penrhyn,ravarava,f0_80.point,121.5406612,0.09,57.23782388
Penrhyn,rave,f0_20.point,180.5943414,0.12,58.47377136
Penrhyn,rave,f0_50.point,164.6514825,0.12,58.47377136
Penrhyn,rave,f0_80.point,170.9080692,0.12,58.47377136
Penrhyn,rave,f0_20.point,143.1998092,0.1,60.45301952
Penrhyn,rave,f0_50.point,142.2426054,0.1,60.45301952
Penrhyn,rave,f0_80.point,145.7610666,0.1,60.45301952
Penrhyn,rave,f0_20.point,117.3607191,0.13,55.1876636
Penrhyn,rave,f0_50.point,115.6371641,0.13,55.1876636
Penrhyn,rave,f0_80.point,122.7000534,0.13,55.1876636
Penrhyn,rave,f0_20.point,130.5174337,0.09,42.20559579
Penrhyn,rave,f0_50.point,137.9977913,0.09,42.20559579
Penrhyn,rave,f0_80.point,130.3023037,0.09,42.20559579
Penrhyn,rave,f0_20.point,182.7442459,0.03,50.94742202
Penrhyn,rave,f0_50.point,180.5663807,0.03,50.94742202
Penrhyn,rave,f0_80.point,179.8996557,0.03,50.94742202
Penrhyn,rave,f0_20.point,177.6274067,0.09,43.2130405
Penrhyn,rave,f0_50.point,172.9542371,0.09,43.2130405
Penrhyn,rave,f0_80.point,183.4937809,0.09,43.2130405
Penrhyn,rave,f0_20.point,117.0717013,0.03,46.50390823
Penrhyn,rave,f0_50.point,117.6678966,0.03,46.50390823
Penrhyn,rave,f0_80.point,118.0148468,0.03,46.50390823
Penrhyn,rave,f0_20.point,152.7093829,0.08,41.38583025
Penrhyn,rave,f0_50.point,150.0013033,0.08,41.38583025
Penrhyn,rave,f0_80.point,152.9838921,0.08,41.38583025
Penrhyn,ravenga,f0_20.point,148.2193269,0.04,56.92533462
Penrhyn,ravenga,f0_50.point,143.0003978,0.04,56.92533462
Penrhyn,ravenga,f0_80.point,141.5156215,0.04,56.92533462
Penrhyn,ravenga,f0_20.point,139.3547099,0.12,56.80985692
Penrhyn,ravenga,f0_50.point,139.8660848,0.12,56.80985692
Penrhyn,ravenga,f0_80.point,145.3527853,0.12,56.80985692
Penrhyn,ravenga,f0_20.point,174.465735,0.03,62.97754163
Penrhyn,ravenga,f0_50.point,171.6484978,0.03,62.97754163
Penrhyn,ravenga,f0_80.point,168.3296504,0.03,62.97754163
Penrhyn,ravenga,f0_20.point,158.0231705,0.08,60.82922312
Penrhyn,ravenga,f0_50.point,164.6269813,0.08,60.82922312
Penrhyn,ravenga,f0_80.point,170.5696847,0.08,60.82922312
Penrhyn,ravenga,f0_20.point,174.8597575,0.07,65.48486511
Penrhyn,ravenga,f0_50.point,184.5101994,0.07,65.48486511
Penrhyn,ravenga,f0_80.point,192.9787797,0.07,65.48486511
Penrhyn,raverave,f0_20.point,116.2356725,0.06,55.39611495
Penrhyn,raverave,f0_50.point,118.2682516,0.06,55.39611495
Penrhyn,raverave,f0_80.point,120.3250106,0.06,55.39611495
Penrhyn,raverave,f0_20.point,114.0674712,0.06,56.54212512
Penrhyn,raverave,f0_50.point,114.729703,0.06,56.54212512
Penrhyn,raverave,f0_80.point,116.6060068,0.06,56.54212512
Penrhyn,raveꞌanga,f0_20.point,181.278225,0.12,61.88195376
Penrhyn,raveꞌanga,f0_50.point,173.6451338,0.12,61.88195376
Penrhyn,raveꞌanga,f0_80.point,178.4112613,0.12,61.88195376
Penrhyn,raveꞌanga,f0_20.point,145.6998474,0.09,54.38414868
Penrhyn,raveꞌanga,f0_50.point,149.8547297,0.09,54.38414868
Penrhyn,raveꞌanga,f0_80.point,154.2290253,0.09,54.38414868
Penrhyn,raveꞌanga,f0_20.point,162.7500771,0.1,59.12137231
Penrhyn,raveꞌanga,f0_50.point,166.304878,0.1,59.12137231
Penrhyn,raveꞌanga,f0_80.point,169.6703078,0.1,59.12137231
Penrhyn,raveꞌia,f0_20.point,104.0299673,0.08,41.0834437
Penrhyn,raveꞌia,f0_50.point,104.5294396,0.08,41.0834437
Penrhyn,raveꞌia,f0_80.point,107.9883955,0.08,41.0834437
Penrhyn,rāvenga,f0_20.point,168.1889025,0.1,56.1847685
Penrhyn,rāvenga,f0_50.point,170.1511458,0.1,56.1847685
Penrhyn,rāvenga,f0_80.point,188.9608683,0.1,56.1847685
Penrhyn,rāvenga,f0_20.point,159.2054194,0.08,58.7849288
Penrhyn,rāvenga,f0_50.point,161.5162478,0.08,58.7849288
Penrhyn,rāvenga,f0_80.point,169.5829281,0.08,58.7849288
Penrhyn,rāvenga,f0_20.point,142.5559869,0.11,57.95896098
Penrhyn,rāvenga,f0_50.point,142.4389329,0.11,57.95896098
Penrhyn,rāvenga,f0_80.point,145.6057142,0.11,57.95896098
Penrhyn,rāvenga,f0_20.point,155.9151164,0.08,62.76656527
Penrhyn,rāvenga,f0_50.point,157.495881,0.08,62.76656527
Penrhyn,rāvenga,f0_80.point,161.429735,0.08,62.76656527
Penrhyn,rāvenga,f0_20.point,185.0291406,0.09,59.59655333
Penrhyn,rāvenga,f0_50.point,187.6945231,0.09,59.59655333
Penrhyn,rāvenga,f0_80.point,195.7217877,0.09,59.59655333
Penrhyn,rāvenga,f0_20.point,141.9308356,0.07,56.8674613
Penrhyn,rāvenga,f0_50.point,141.0409329,0.07,56.8674613
Penrhyn,rāvenga,f0_80.point,140.0699857,0.07,56.8674613
Penrhyn,rāvenga,f0_20.point,145.8939219,0.07,39.38369534
Penrhyn,rāvenga,f0_50.point,148.6484698,0.07,39.38369534
Penrhyn,rāvenga,f0_80.point,159.2070034,0.07,39.38369534
Penrhyn,rāvenga,f0_20.point,137.1626202,0.05,41.20134398
Penrhyn,rāvenga,f0_50.point,148.5068666,0.05,41.20134398
Penrhyn,rāvenga,f0_80.point,158.0392182,0.05,41.20134398
Penrhyn,rāvenga,f0_20.point,144.0014924,0.1,35.78666651
Penrhyn,rāvenga,f0_50.point,143.179397,0.1,35.78666651
Penrhyn,rāvenga,f0_80.point,140.7946132,0.1,35.78666651
Penrhyn,rāvenga,f0_20.point,154.7291027,0.03,43.60150703
Penrhyn,rāvenga,f0_50.point,153.7359261,0.03,43.60150703
Penrhyn,rāvenga,f0_80.point,153.2944181,0.03,43.60150703
Penrhyn,rāvenga,f0_20.point,136.2921634,0.03,47.81740945
Penrhyn,rāvenga,f0_50.point,135.320884,0.03,47.81740945
Penrhyn,rāvenga,f0_80.point,134.2508827,0.03,47.81740945
Penrhyn,rāvenga,f0_20.point,127.0448349,0.03,49.0933429
Penrhyn,rāvenga,f0_50.point,120.7562738,0.03,49.0933429
Penrhyn,rāvenga,f0_80.point,112.564076,0.03,49.0933429
Penrhyn,tumutevarovaro,f0_20.point,118.0991587,0.03,48.26146024
Penrhyn,tumutevarovaro,f0_50.point,118.0532824,0.03,48.26146024
Penrhyn,tumutevarovaro,f0_80.point,117.396673,0.03,48.26146024
Penrhyn,tumutevarovaro,f0_20.point,108.2120154,0.07,39.31340168
Penrhyn,tumutevarovaro,f0_50.point,116.6543009,0.07,39.31340168
Penrhyn,tumutevarovaro,f0_80.point,121.0857513,0.07,39.31340168
Penrhyn,vaerua,f0_20.point,134.1689926,0.11,58.18706916
Penrhyn,vaerua,f0_50.point,135.447333,0.11,58.18706916
Penrhyn,vaerua,f0_80.point,139.9922501,0.11,58.18706916
Penrhyn,vai,f0_20.point,158.6824692,0.06,56.96777373
Penrhyn,vai,f0_50.point,162.6466796,0.06,56.96777373
Penrhyn,vai,f0_80.point,172.2179101,0.06,56.96777373
Penrhyn,vai,f0_20.point,123.0662741,0.11,54.70829895
Penrhyn,vai,f0_50.point,128.7398155,0.11,54.70829895
Penrhyn,vai,f0_80.point,137.6207674,0.11,54.70829895
Penrhyn,vai,f0_20.point,142.9471354,0.1,56.08924566
Penrhyn,vai,f0_50.point,145.6572833,0.1,56.08924566
Penrhyn,vai,f0_80.point,175.4001644,0.1,56.08924566
Penrhyn,vai,f0_20.point,120.1024761,0.12,35.52920297
Penrhyn,vai,f0_50.point,128.2908813,0.12,35.52920297
Penrhyn,vai,f0_80.point,142.0090856,0.12,35.52920297
Penrhyn,vai,f0_20.point,111.2962174,0.12,34.87160861
Penrhyn,vai,f0_50.point,121.3022412,0.12,34.87160861
Penrhyn,vai,f0_80.point,139.3177,0.12,34.87160861
Penrhyn,vaiau,f0_20.point,105.0806963,0.07,39.36207601
Penrhyn,vaiau,f0_50.point,108.7789382,0.07,39.36207601
Penrhyn,vaiau,f0_80.point,115.8184227,0.07,39.36207601
Penrhyn,vaitata,f0_20.point,107.0759856,0.07,49.77139656
Penrhyn,vaitata,f0_50.point,112.173721,0.07,49.77139656
Penrhyn,vaitata,f0_80.point,118.3413135,0.07,49.77139656
Penrhyn,vaitata,f0_20.point,140.71954,0.24,55.23662781
Penrhyn,vaitata,f0_50.point,131.0068245,0.24,55.23662781
Penrhyn,vaitata,f0_80.point,140.6515387,0.24,55.23662781
Penrhyn,vaitata,f0_20.point,121.5687738,0.11,51.50425414
Penrhyn,vaitata,f0_50.point,129.5462622,0.11,51.50425414
Penrhyn,vaitata,f0_80.point,139.4176629,0.11,51.50425414
Penrhyn,vaitata,f0_20.point,111.3039042,0.16,50.99085031
Penrhyn,vaitata,f0_50.point,115.4286633,0.16,50.99085031
Penrhyn,vaitata,f0_80.point,124.8209914,0.16,50.99085031
Penrhyn,vaiꞌī,f0_20.point,109.5062155,0.09,53.28901831
Penrhyn,vaiꞌī,f0_50.point,119.2598276,0.09,53.28901831
Penrhyn,vaiꞌī,f0_80.point,126.6536215,0.09,53.28901831
Penrhyn,vaiꞌī,f0_20.point,129.2225269,0.1,56.99211409
Penrhyn,vaiꞌī,f0_50.point,133.8000804,0.1,56.99211409
Penrhyn,vaiꞌī,f0_80.point,157.3373163,0.1,56.99211409
Penrhyn,vaiꞌī,f0_20.point,137.0839537,0.06,57.38549022
Penrhyn,vaiꞌī,f0_50.point,149.5861713,0.06,57.38549022
Penrhyn,vaiꞌī,f0_80.point,167.5708974,0.06,57.38549022
Penrhyn,vaka,f0_20.point,132.5274254,0.05,64.2104426
Penrhyn,vaka,f0_50.point,138.2028045,0.05,64.2104426
Penrhyn,vaka,f0_80.point,139.3052285,0.05,64.2104426
Penrhyn,vaka,f0_20.point,140.169216,0.06,39.88671498
Penrhyn,vaka,f0_50.point,147.6469791,0.06,39.88671498
Penrhyn,vaka,f0_80.point,152.174165,0.06,39.88671498
Penrhyn,varu,f0_20.point,134.4295305,0.07,58.65747337
Penrhyn,varu,f0_50.point,149.5411108,0.07,58.65747337
Penrhyn,varu,f0_80.point,155.3489021,0.07,58.65747337
Penrhyn,vaꞌine,f0_20.point,111.3748001,0.1,52.92167932
Penrhyn,vaꞌine,f0_50.point,114.9545452,0.1,52.92167932
Penrhyn,vaꞌine,f0_80.point,122.6850308,0.1,52.92167932
Penrhyn,vaꞌine,f0_20.point,114.3258167,0.17,55.59490666
Penrhyn,vaꞌine,f0_50.point,110.7650779,0.17,55.59490666
Penrhyn,vaꞌine,f0_80.point,116.1892559,0.17,55.59490666
Penrhyn,vaꞌine,f0_20.point,136.213783,0.12,53.53154583
Penrhyn,vaꞌine,f0_50.point,144.827473,0.12,53.53154583
Penrhyn,vaꞌine,f0_80.point,165.3665101,0.12,53.53154583
Penrhyn,vaꞌine,f0_20.point,111.3976136,0.09,52.1261963
Penrhyn,vaꞌine,f0_50.point,117.6349493,0.09,52.1261963
Penrhyn,vaꞌine,f0_80.point,126.2023319,0.09,52.1261963
Penrhyn,vaꞌo,f0_20.point,121.0500999,0.15,34.26696454
Penrhyn,vaꞌo,f0_50.point,128.2977021,0.15,34.26696454
Penrhyn,vaꞌo,f0_80.point,141.3678697,0.15,34.26696454
Penrhyn,veri,f0_20.point,161.5872803,0.04,48.30368933
Penrhyn,veri,f0_50.point,167.7841276,0.04,48.30368933
Penrhyn,veri,f0_80.point,178.2548209,0.04,48.30368933
Penrhyn,viti,f0_20.point,104.3312032,0.04,52.20597169
Penrhyn,viti,f0_50.point,101.364936,0.04,52.20597169
Penrhyn,viti,f0_80.point,99.69442475,0.04,52.20597169
Penrhyn,viviki,f0_20.point,120.8283233,0.01,60.39576919
Penrhyn,viviki,f0_50.point,120.8364302,0.01,60.39576919
Penrhyn,viviki,f0_80.point,120.8650688,0.01,60.39576919
Penrhyn,viviki,f0_20.point,120.0203686,0.3,60.1416521
Penrhyn,viviki,f0_50.point,120.4026801,0.3,60.1416521
Penrhyn,viviki,f0_80.point,136.7623052,0.3,60.1416521
Penrhyn,viviki,f0_20.point,138.5750496,0.28,62.72308806
Penrhyn,viviki,f0_50.point,145.3349134,0.28,62.72308806
Penrhyn,viviki,f0_80.point,174.9844899,0.28,62.72308806
Penrhyn,viviki,f0_20.point,152.0378728,0.1,39.69093515
Penrhyn,viviki,f0_50.point,149.4653717,0.1,39.69093515
Penrhyn,viviki,f0_80.point,161.6678668,0.1,39.69093515
Penrhyn,viviki,f0_20.point,133.9780836,0.12,37.98878602
Penrhyn,viviki,f0_50.point,133.8830975,0.12,37.98878602
Penrhyn,viviki,f0_80.point,140.17895,0.12,37.98878602
Penrhyn,viviki,f0_20.point,140.1605232,0.03,44.39455079
Penrhyn,viviki,f0_50.point,139.2904408,0.03,44.39455079
Penrhyn,viviki,f0_80.point,137.7638877,0.03,44.39455079
Penrhyn,viviki,f0_20.point,179.4891503,0.03,56.31589312
Penrhyn,viviki,f0_50.point,178.5676233,0.03,56.31589312
Penrhyn,viviki,f0_80.point,177.4028945,0.03,56.31589312
Penrhyn,viviki,f0_20.point,169.6131667,0.03,47.51789719
Penrhyn,viviki,f0_50.point,167.4507769,0.03,47.51789719
Penrhyn,viviki,f0_80.point,161.2956164,0.03,47.51789719
