island,word,percent,hz,duration,intensity
Mauke,vaka,f0_80.point,237.4104708,0.09,55.17023943
Mauke,vaka,f0_20.point,161.6984077,0.11,53.96155729
Mauke,vaka,f0_50.point,177.1567622,0.11,53.96155729
Mauke,vaka,f0_80.point,199.068596,0.11,53.96155729
Mauke,vaka,f0_20.point,154.49329,0.11,52.97154779
Mauke,vaka,f0_50.point,167.8640835,0.11,52.97154779
Mauke,vaka,f0_80.point,194.7382053,0.11,52.97154779
Mauke,vaka,f0_20.point,171.3812802,0.07,53.33867117
Mauke,vaka,f0_50.point,191.2041436,0.07,53.33867117
Mauke,vaka,f0_80.point,216.7245277,0.07,53.33867117
Mauke,vaka,f0_20.point,163.4346034,0.1,52.42027081
Mauke,vaka,f0_50.point,181.4354534,0.1,52.42027081
Mauke,vaka,f0_80.point,211.8470936,0.1,52.42027081
Mauke,vaka,f0_20.point,184.8603146,0.09,54.12813497
Mauke,vaka,f0_50.point,202.1851758,0.09,54.12813497
Mauke,vaka,f0_80.point,233.9345191,0.09,54.12813497
Mauke,vaka,f0_20.point,151.4560165,0.09,49.05598582
Mauke,vaka,f0_50.point,156.9742117,0.09,49.05598582
Mauke,vaka,f0_80.point,166.0591096,0.09,49.05598582
Mauke,vaka,f0_20.point,206.2929369,0.09,54.94938091
Mauke,vaka,f0_50.point,195.7231858,0.09,54.94938091
Mauke,vaka,f0_80.point,213.1850555,0.09,54.94938091
Mauke,vaka,f0_20.point,165.1862571,0.09,54.70540611
Mauke,vaka,f0_50.point,163.9207998,0.09,54.70540611
Mauke,vaka,f0_80.point,189.6865095,0.09,54.70540611
Mauke,vaka,f0_20.point,158.9065891,0.11,52.8260619
Mauke,vaka,f0_50.point,170.913459,0.11,52.8260619
Mauke,vaka,f0_80.point,198.9247265,0.11,52.8260619
Mauke,vaka,f0_20.point,161.2968594,0.11,51.89035288
Mauke,vaka,f0_50.point,171.4325233,0.11,51.89035288
Mauke,vaka,f0_80.point,197.8525942,0.11,51.89035288
Mauke,vaka,f0_20.point,168.6039386,0.08,51.65488272
Mauke,vaka,f0_50.point,167.5052163,0.08,51.65488272
Mauke,vaka,f0_80.point,187.237262,0.08,51.65488272
Mauke,vaka,f0_20.point,229.2846179,0.09,62.64998103
Mauke,vaka,f0_50.point,232.1853095,0.09,62.64998103
Mauke,vaka,f0_80.point,253.2245744,0.09,62.64998103
Mauke,vaka,f0_20.point,185.2970559,0.09,58.34340283
Mauke,vaka,f0_50.point,198.9123162,0.09,58.34340283
Mauke,vaka,f0_80.point,236.5181973,0.09,58.34340283
Mauke,vaka,f0_20.point,166.9467789,0.06,56.0843077
Mauke,vaka,f0_50.point,165.7924781,0.06,56.0843077
Mauke,vaka,f0_80.point,172.3173568,0.06,56.0843077
Mauke,vaka,f0_20.point,162.8892614,0.1,55.90628556
Mauke,vaka,f0_50.point,154.7316448,0.1,55.90628556
Mauke,vaka,f0_80.point,175.2900843,0.1,55.90628556
Mauke,vaka,f0_20.point,151.5251902,0.1,52.34238538
Mauke,vaka,f0_50.point,156.6462222,0.1,52.34238538
Mauke,vaka,f0_80.point,195.2146949,0.1,52.34238538
Mauke,vaka,f0_20.point,172.2611408,0.06,60.05675027
Mauke,vaka,f0_50.point,175.748151,0.06,60.05675027
Mauke,vaka,f0_80.point,177.7130453,0.06,60.05675027
Mauke,vaka,f0_20.point,183.5454847,0.08,59.67558661
Mauke,vaka,f0_50.point,195.0944708,0.08,59.67558661
Mauke,vaka,f0_80.point,212.7847994,0.08,59.67558661
Mauke,vaka,f0_20.point,237.7678,0.05,62.22699158
Mauke,vaka,f0_50.point,243.4235948,0.05,62.22699158
Mauke,vaka,f0_80.point,254.9624394,0.05,62.22699158
Mauke,vaka,f0_20.point,178.9158087,0.08,57.69070324
Mauke,vaka,f0_50.point,179.990236,0.08,57.69070324
Mauke,vaka,f0_80.point,198.3476427,0.08,57.69070324
Mauke,vaka,f0_20.point,151.0656708,0.1,51.71848284
Mauke,vaka,f0_50.point,159.4669215,0.1,51.71848284
Mauke,vaka,f0_80.point,192.3230969,0.1,51.71848284
Mauke,vaka,f0_20.point,184.1943573,0.08,55.66673869
Mauke,vaka,f0_50.point,187.0386367,0.08,55.66673869
Mauke,vaka,f0_80.point,198.9509895,0.08,55.66673869
Mauke,vaka,f0_20.point,205.7773336,0.07,60.77513541
Mauke,vaka,f0_50.point,211.5119871,0.07,60.77513541
Mauke,vaka,f0_80.point,223.5786117,0.07,60.77513541
Mauke,vaka,f0_20.point,164.8401658,0.08,55.91650917
Mauke,vaka,f0_50.point,168.8021088,0.08,55.91650917
Mauke,vaka,f0_80.point,183.7257849,0.08,55.91650917
Mauke,vaka,f0_20.point,156.7703596,0.1,49.92780151
Mauke,vaka,f0_50.point,157.9367665,0.1,49.92780151
Mauke,vaka,f0_80.point,162.7130479,0.1,49.92780151
Mauke,vaka,f0_20.point,146.2447127,0.09,48.45970613
Mauke,vaka,f0_50.point,142.1482822,0.09,48.45970613
Mauke,vaka,f0_80.point,163.9273151,0.09,48.45970613
Mauke,vaka,f0_20.point,164.0580377,0.06,56.4142241
Mauke,vaka,f0_50.point,173.5745228,0.06,56.4142241
Mauke,vaka,f0_80.point,185.5714465,0.06,56.4142241
Mauke,vaka,f0_20.point,197.8113692,0.06,61.59675299
Mauke,vaka,f0_50.point,208.1161691,0.06,61.59675299
Mauke,vaka,f0_80.point,217.7280032,0.06,61.59675299
Mauke,vaka,f0_20.point,156.9567155,0.07,55.55140085
Mauke,vaka,f0_50.point,162.5512635,0.07,55.55140085
Mauke,vaka,f0_80.point,178.3768438,0.07,55.55140085
Mauke,vaka,f0_20.point,150.2841229,0.09,49.99868
Mauke,vaka,f0_50.point,147.9244648,0.09,49.99868
Mauke,vaka,f0_80.point,166.7433884,0.09,49.99868
Mauke,vaka,f0_20.point,156.6206605,0.09,53.36299093
Mauke,vaka,f0_50.point,159.7150595,0.09,53.36299093
Mauke,vaka,f0_80.point,172.0363312,0.09,53.36299093
Mauke,vaka,f0_20.point,172.4134916,0.07,55.52647639
Mauke,vaka,f0_50.point,181.4923409,0.07,55.52647639
Mauke,vaka,f0_80.point,194.0156172,0.07,55.52647639
Mauke,vaka,f0_20.point,146.7577482,0.07,51.80105987
Mauke,vaka,f0_50.point,153.748224,0.07,51.80105987
Mauke,vaka,f0_80.point,165.6660048,0.07,51.80105987
Mauke,vaka,f0_20.point,133.5680675,0.03,75.39618743
Mauke,vaka,f0_50.point,135.1516162,0.03,75.39618743
Mauke,vaka,f0_80.point,138.4930894,0.03,75.39618743
Mauke,vaka,f0_20.point,144.664087,0.03,74.20290227
Mauke,vaka,f0_50.point,154.6920968,0.03,74.20290227
Mauke,vaka,f0_80.point,163.6756425,0.03,74.20290227
Mauke,vaka,f0_20.point,219.2592774,0.03,66.69747867
Mauke,vaka,f0_50.point,216.9623982,0.03,66.69747867
Mauke,vaka,f0_80.point,213.2800779,0.03,66.69747867
Mauke,vaka,f0_20.point,96.99370769,0.05,72.40223104
Mauke,vaka,f0_50.point,95.7926354,0.05,72.40223104
Mauke,vaka,f0_80.point,93.19618375,0.05,72.40223104
Mauke,vaka,f0_20.point,162.9276703,0.03,72.64823586
Mauke,vaka,f0_50.point,170.5707263,0.03,72.64823586
Mauke,vaka,f0_80.point,176.5818527,0.03,72.64823586
Mauke,vaka,f0_20.point,147.3454198,0.04,73.74370175
Mauke,vaka,f0_50.point,159.2888185,0.04,73.74370175
Mauke,vaka,f0_80.point,173.8415603,0.04,73.74370175
Mauke,vaka,f0_20.point,160.356726,0.04,75.31192643
Mauke,vaka,f0_50.point,172.2816444,0.04,75.31192643
Mauke,vaka,f0_80.point,179.9284606,0.04,75.31192643
Mauke,vaka,f0_20.point,123.8236514,0.03,66.02797524
Mauke,vaka,f0_50.point,123.6291652,0.03,66.02797524
Mauke,vaka,f0_80.point,124.0850165,0.03,66.02797524
Mauke,vaka,f0_20.point,146.1171725,0.09,71.98399696
Mauke,vaka,f0_50.point,167.5985275,0.09,71.98399696
Mauke,vaka,f0_80.point,189.9030538,0.09,71.98399696
Mauke,vaka,f0_20.point,111.4224791,0.11,69.6565722
Mauke,vaka,f0_50.point,124.8294399,0.11,69.6565722
Mauke,vaka,f0_80.point,130.7541019,0.11,69.6565722
Mauke,vaka,f0_20.point,161.2929869,0.05,53.76120735
Mauke,vaka,f0_50.point,173.5786294,0.05,53.76120735
Mauke,vaka,f0_80.point,184.4468451,0.05,53.76120735
Mauke,varaini,f0_20.point,234.8820479,0.05,64.45352881
Mauke,varaini,f0_50.point,236.9619978,0.05,64.45352881
Mauke,varaini,f0_80.point,247.5093028,0.05,64.45352881
Mauke,varaire,f0_20.point,167.6134907,0.05,62.4894761
Mauke,varaire,f0_50.point,174.3446535,0.05,62.4894761
Mauke,varaire,f0_80.point,185.583118,0.05,62.4894761
Mauke,varani,f0_20.point,136.0522108,0.03,62.99451355
Mauke,varani,f0_50.point,137.4560436,0.03,62.99451355
Mauke,varani,f0_80.point,141.2230875,0.03,62.99451355
Mauke,varani,f0_20.point,150.0585735,0.06,62.60097377
Mauke,varani,f0_50.point,160.1121195,0.06,62.60097377
Mauke,varani,f0_80.point,178.4361131,0.06,62.60097377
Mauke,varani,f0_20.point,227.3651534,0.06,62.55899677
Mauke,varani,f0_50.point,235.5582778,0.06,62.55899677
Mauke,varani,f0_80.point,245.0184616,0.06,62.55899677
Mauke,varani,f0_20.point,142.3996034,0.06,58.99536965
Mauke,varani,f0_50.point,142.4297184,0.06,58.99536965
Mauke,varani,f0_80.point,150.3182471,0.06,58.99536965
Mauke,varani,f0_20.point,192.7154494,0.06,64.61520818
Mauke,varani,f0_50.point,195.5308992,0.06,64.61520818
Mauke,varani,f0_80.point,207.5040991,0.06,64.61520818
Mauke,varani,f0_20.point,157.5560849,0.03,54.23574946
Mauke,varani,f0_50.point,160.446179,0.03,54.23574946
Mauke,varani,f0_80.point,167.6748859,0.03,54.23574946
Mauke,vari,f0_20.point,222.9769445,0.04,45.41960826
Mauke,vari,f0_50.point,226.8108681,0.04,45.41960826
Mauke,vari,f0_80.point,261.5233406,0.04,45.41960826
Mauke,varu,f0_20.point,152.7443289,0.1,64.48921147
Mauke,varu,f0_50.point,150.4722563,0.1,64.48921147
Mauke,varu,f0_80.point,162.230783,0.1,64.48921147
Mauke,varāoa,f0_20.point,144.1810198,0.08,45.32548504
Mauke,varāoa,f0_50.point,150.1980423,0.08,45.32548504
Mauke,varāoa,f0_80.point,162.5040304,0.08,45.32548504
Mauke,vave,f0_20.point,188.199121,0.07,68.34441178
Mauke,vave,f0_50.point,183.9761466,0.07,68.34441178
Mauke,vave,f0_80.point,195.9094894,0.07,68.34441178
Mauke,vave,f0_20.point,212.9198393,0.06,72.36587272
Mauke,vave,f0_50.point,208.592168,0.06,72.36587272
Mauke,vave,f0_80.point,210.2897677,0.06,72.36587272
Mauke,vave,f0_20.point,189.3525454,0.07,68.20721107
Mauke,vave,f0_50.point,189.0101585,0.07,68.20721107
Mauke,vave,f0_80.point,194.4820789,0.07,68.20721107
Mauke,vave,f0_20.point,174.4507855,0.06,71.60985613
Mauke,vave,f0_50.point,173.9649879,0.06,71.60985613
Mauke,vave,f0_80.point,173.8993727,0.06,71.60985613
Mauke,vave,f0_20.point,133.0420237,0.07,64.87554951
Mauke,vave,f0_50.point,137.6073801,0.07,64.87554951
Mauke,vave,f0_80.point,144.8694527,0.07,64.87554951
Mauke,vave,f0_20.point,136.1619358,0.08,62.77390271
Mauke,vave,f0_50.point,140.0664017,0.08,62.77390271
Mauke,vave,f0_80.point,141.8041332,0.08,62.77390271
Mauke,vave,f0_20.point,180.1226978,0.07,69.5609507
Mauke,vave,f0_50.point,184.9027192,0.07,69.5609507
Mauke,vave,f0_80.point,197.2678761,0.07,69.5609507
Mauke,vave,f0_20.point,165.7524329,0.07,66.2787388
Mauke,vave,f0_50.point,170.9157715,0.07,66.2787388
Mauke,vave,f0_80.point,177.3671955,0.07,66.2787388
Mauke,vave,f0_20.point,152.023514,0.03,67.87800042
Mauke,vave,f0_50.point,155.4371596,0.03,67.87800042
Mauke,vave,f0_80.point,159.0681244,0.03,67.87800042
Mauke,vave,f0_20.point,154.6772565,0.07,61.48577996
Mauke,vave,f0_50.point,152.3634739,0.07,61.48577996
Mauke,vave,f0_80.point,160.6815782,0.07,61.48577996
Mauke,vave,f0_20.point,206.313817,0.07,49.31002836
Mauke,vave,f0_50.point,206.8117054,0.07,49.31002836
Mauke,vave,f0_80.point,210.017,0.07,49.31002836
Mauke,vavia,f0_20.point,157.6323997,0.04,67.19514809
Mauke,vavia,f0_50.point,161.9286047,0.04,67.19514809
Mauke,vavia,f0_80.point,162.506811,0.04,67.19514809
Mauke,vavia,f0_20.point,161.7447281,0.05,72.92984808
Mauke,vavia,f0_50.point,163.3661957,0.05,72.92984808
Mauke,vavia,f0_80.point,165.6333009,0.05,72.92984808
Mauke,vavia,f0_20.point,272.6920222,0.03,71.0052729
Mauke,vavia,f0_50.point,275.0865773,0.03,71.0052729
Mauke,vavia,f0_80.point,278.0448118,0.03,71.0052729
Mauke,vavia,f0_20.point,272.7398643,0.03,76.2465234
Mauke,vavia,f0_50.point,271.1397035,0.03,76.2465234
Mauke,vavia,f0_80.point,269.4503258,0.03,76.2465234
Mauke,vaꞌa,f0_20.point,273.4506198,0.04,73.50972491
Mauke,vaꞌa,f0_50.point,276.2734824,0.04,73.50972491
Mauke,vaꞌa,f0_80.point,279.0569042,0.04,73.50972491
Mauke,vaꞌine,f0_20.point,152.7630104,0.07,61.60228627
Mauke,vaꞌine,f0_50.point,162.7439975,0.07,61.60228627
Mauke,vaꞌine,f0_80.point,183.9771685,0.07,61.60228627
Mauke,vaꞌine,f0_20.point,154.7343005,0.07,54.41418992
Mauke,vaꞌine,f0_50.point,164.1496971,0.07,54.41418992
Mauke,vaꞌine,f0_80.point,178.1672999,0.07,54.41418992
Mauke,vaꞌine,f0_20.point,136.624234,0.09,62.48959113
Mauke,vaꞌine,f0_50.point,148.5622426,0.09,62.48959113
Mauke,vaꞌine,f0_80.point,170.0862551,0.09,62.48959113
Mauke,vaꞌine,f0_20.point,140.6296458,0.05,64.29105198
Mauke,vaꞌine,f0_50.point,149.0833045,0.05,64.29105198
Mauke,vaꞌine,f0_80.point,161.6926714,0.05,64.29105198
Mauke,vaꞌine,f0_20.point,164.7770975,0.07,65.00128735
Mauke,vaꞌine,f0_50.point,171.5065817,0.07,65.00128735
Mauke,vaꞌine,f0_80.point,191.585314,0.07,65.00128735
Mauke,vaꞌine,f0_20.point,186.9425904,0.07,65.10140767
Mauke,vaꞌine,f0_50.point,189.878489,0.07,65.10140767
Mauke,vaꞌine,f0_80.point,204.0392889,0.07,65.10140767
Mauke,vaꞌine,f0_20.point,144.661241,0.09,61.38332828
Mauke,vaꞌine,f0_50.point,150.9435821,0.09,61.38332828
Mauke,vaꞌine,f0_80.point,161.0891386,0.09,61.38332828
Mauke,vaꞌine,f0_20.point,177.4930668,0.08,55.40768186
Mauke,vaꞌine,f0_50.point,191.6160309,0.08,55.40768186
Mauke,vaꞌine,f0_80.point,224.044431,0.08,55.40768186
Mauke,vaꞌine,f0_20.point,171.9244322,0.06,55.98420838
Mauke,vaꞌine,f0_50.point,192.7419213,0.06,55.98420838
Mauke,vaꞌine,f0_80.point,223.936594,0.06,55.98420838
Mauke,vaꞌine,f0_20.point,189.3858547,0.09,56.97362944
Mauke,vaꞌine,f0_50.point,197.786202,0.09,56.97362944
Mauke,vaꞌine,f0_80.point,229.926583,0.09,56.97362944
Mauke,vaꞌine,f0_20.point,224.3042576,0.09,58.82033719
Mauke,vaꞌine,f0_50.point,233.5972375,0.09,58.82033719
Mauke,vaꞌine,f0_80.point,258.3289147,0.09,58.82033719
Mauke,vaꞌine,f0_20.point,160.920783,0.08,55.41350923
Mauke,vaꞌine,f0_50.point,176.6685949,0.08,55.41350923
Mauke,vaꞌine,f0_80.point,214.9455222,0.08,55.41350923
Mauke,vaꞌine,f0_20.point,168.8044134,0.08,56.84646027
Mauke,vaꞌine,f0_50.point,184.8533728,0.08,56.84646027
Mauke,vaꞌine,f0_80.point,223.3442252,0.08,56.84646027
Mauke,vaꞌine,f0_20.point,154.1438429,0.09,57.69901498
Mauke,vaꞌine,f0_50.point,159.5355683,0.09,57.69901498
Mauke,vaꞌine,f0_80.point,200.3310545,0.09,57.69901498
Mauke,vaꞌine,f0_20.point,166.0450586,0.09,57.10732373
Mauke,vaꞌine,f0_50.point,175.2824025,0.09,57.10732373
Mauke,vaꞌine,f0_80.point,214.1207447,0.09,57.10732373
Mauke,vaꞌine,f0_20.point,193.4258717,0.07,56.32198725
Mauke,vaꞌine,f0_50.point,191.1577969,0.07,56.32198725
Mauke,vaꞌine,f0_80.point,207.7691223,0.07,56.32198725
Mauke,vaꞌine,f0_20.point,168.7770846,0.1,52.91817533
Mauke,vaꞌine,f0_50.point,173.9355577,0.1,52.91817533
Mauke,vaꞌine,f0_80.point,206.7790128,0.1,52.91817533
Mauke,vaꞌine,f0_20.point,198.4692875,0.07,54.63688871
Mauke,vaꞌine,f0_50.point,225.7050854,0.07,54.63688871
Mauke,vaꞌine,f0_80.point,268.8470378,0.07,54.63688871
Mauke,vaꞌine,f0_20.point,157.809303,0.04,47.66535402
Mauke,vaꞌine,f0_50.point,166.7170301,0.04,47.66535402
Mauke,vaꞌine,f0_80.point,173.5008109,0.04,47.66535402
Mauke,vaꞌine,f0_20.point,197.7752054,0.07,58.99179343
Mauke,vaꞌine,f0_50.point,217.8364242,0.07,58.99179343
Mauke,vaꞌine,f0_80.point,231.8852659,0.07,58.99179343
Mauke,vaꞌine,f0_20.point,197.7752054,0.07,58.99179343
Mauke,vaꞌine,f0_50.point,217.8364242,0.07,58.99179343
Mauke,vaꞌine,f0_80.point,231.8852659,0.07,58.99179343
Mauke,vaꞌine,f0_20.point,121.5090675,0.03,74.12698042
Mauke,vaꞌine,f0_50.point,123.1843884,0.03,74.12698042
Mauke,vaꞌine,f0_80.point,124.6275492,0.03,74.12698042
Mauke,vaꞌine,f0_20.point,119.4955759,0.03,71.66357163
Mauke,vaꞌine,f0_50.point,119.0263837,0.03,71.66357163
Mauke,vaꞌine,f0_80.point,118.7591859,0.03,71.66357163
Mauke,vaꞌine,f0_20.point,97.3938131,0.03,70.36287158
Mauke,vaꞌine,f0_50.point,98.60772581,0.03,70.36287158
Mauke,vaꞌine,f0_80.point,100.1769614,0.03,70.36287158
Mauke,vaꞌine,f0_20.point,97.04916062,0.03,66.92980867
Mauke,vaꞌine,f0_50.point,97.09046465,0.03,66.92980867
Mauke,vaꞌine,f0_80.point,97.28274228,0.03,66.92980867
Mauke,vaꞌine,f0_20.point,168.1094479,0.03,78.41531996
Mauke,vaꞌine,f0_50.point,170.9478254,0.03,78.41531996
Mauke,vaꞌine,f0_80.point,173.2284016,0.03,78.41531996
Mauke,vaꞌine,f0_20.point,134.5238938,0.03,78.15123361
Mauke,vaꞌine,f0_50.point,137.727363,0.03,78.15123361
Mauke,vaꞌine,f0_80.point,141.3177949,0.03,78.15123361
Mauke,vaꞌine,f0_20.point,101.7727422,0.03,72.29634944
Mauke,vaꞌine,f0_50.point,101.6008395,0.03,72.29634944
Mauke,vaꞌine,f0_80.point,101.7005551,0.03,72.29634944
Mauke,vaꞌo,f0_20.point,190.8651226,0.03,67.56462181
Mauke,vaꞌo,f0_50.point,190.3786415,0.03,67.56462181
Mauke,vaꞌo,f0_80.point,191.2130888,0.03,67.56462181
Mauke,vaꞌo,f0_20.point,211.8326464,0.05,68.74733925
Mauke,vaꞌo,f0_50.point,210.0498327,0.05,68.74733925
Mauke,vaꞌo,f0_80.point,207.5027698,0.05,68.74733925
Mauke,vaꞌo,f0_20.point,152.1855547,0.01,63.20225854
Mauke,vaꞌo,f0_50.point,152.856354,0.01,63.20225854
Mauke,vaꞌo,f0_80.point,153.5271534,0.01,63.20225854
Mauke,vaꞌo,f0_20.point,141.0455691,0.11,67.65290124
Mauke,vaꞌo,f0_50.point,154.6958393,0.11,67.65290124
Mauke,vaꞌo,f0_80.point,175.0892276,0.11,67.65290124
Mauke,vaꞌo,f0_20.point,149.006623,0.03,60.0016919
Mauke,vaꞌo,f0_50.point,153.3737594,0.03,60.0016919
Mauke,vaꞌo,f0_80.point,156.3627114,0.03,60.0016919
Mauke,vaꞌo,f0_20.point,162.4284965,0.03,72.52772307
Mauke,vaꞌo,f0_50.point,165.1920154,0.03,72.52772307
Mauke,vaꞌo,f0_80.point,168.5048759,0.03,72.52772307
Mauke,vaꞌo,f0_20.point,138.4319151,0.06,61.98312726
Mauke,vaꞌo,f0_50.point,147.5565309,0.06,61.98312726
Mauke,vaꞌo,f0_80.point,162.7958463,0.06,61.98312726
Mauke,vaꞌo,f0_20.point,163.1849783,0.14,62.04442282
Mauke,vaꞌo,f0_50.point,170.1145992,0.14,62.04442282
Mauke,vaꞌo,f0_80.point,165.512843,0.14,62.04442282
Mauke,vaꞌo,f0_20.point,187.707483,0.04,49.92710893
Mauke,vaꞌo,f0_50.point,215.4732686,0.04,49.92710893
Mauke,vaꞌo,f0_80.point,244.4667694,0.04,49.92710893
Mauke,vaꞌo,f0_20.point,145.8751872,0.06,35.30546991
Mauke,vaꞌo,f0_50.point,168.3603532,0.06,35.30546991
Mauke,vaꞌo,f0_80.point,197.2666953,0.06,35.30546991
Mauke,vaꞌo,f0_20.point,163.3902156,0.03,39.39221134
Mauke,vaꞌo,f0_50.point,170.0873018,0.03,39.39221134
Mauke,vaꞌo,f0_80.point,185.387659,0.03,39.39221134
Mauke,vaꞌo,f0_20.point,138.5829132,0.15,46.59072067
Mauke,vaꞌo,f0_50.point,145.261878,0.15,46.59072067
Mauke,vaꞌo,f0_80.point,188.5878398,0.15,46.59072067
Mauke,vaꞌo,f0_20.point,167.5320812,0.07,52.97308528
Mauke,vaꞌo,f0_50.point,183.4863962,0.07,52.97308528
Mauke,vaꞌo,f0_80.point,200.9986237,0.07,52.97308528
Mauke,vaꞌo,f0_20.point,171.4473526,0.08,50.59783332
Mauke,vaꞌo,f0_50.point,174.7934885,0.08,50.59783332
Mauke,vaꞌo,f0_80.point,179.236675,0.08,50.59783332
Mauke,vera,f0_20.point,244.2861042,0.03,68.06962535
Mauke,vera,f0_50.point,249.5851164,0.03,68.06962535
Mauke,vera,f0_80.point,256.5652008,0.03,68.06962535
Mauke,veravera,f0_20.point,155.0028679,0.05,59.93000491
Mauke,veravera,f0_50.point,159.071489,0.05,59.93000491
Mauke,veravera,f0_80.point,171.9267408,0.05,59.93000491
Mauke,veravera,f0_20.point,164.5499902,0.1,64.93838014
Mauke,veravera,f0_50.point,165.1932054,0.1,64.93838014
Mauke,veravera,f0_80.point,175.3379108,0.1,64.93838014
Mauke,veꞌeveꞌe,f0_20.point,149.5569535,0.05,65.49871969
Mauke,veꞌeveꞌe,f0_50.point,161.3654865,0.05,65.49871969
Mauke,veꞌeveꞌe,f0_80.point,176.0928786,0.05,65.49871969
Mauke,veꞌeveꞌe,f0_20.point,166.3389245,0.08,64.72736464
Mauke,veꞌeveꞌe,f0_50.point,167.8531779,0.08,64.72736464
Mauke,veꞌeveꞌe,f0_80.point,175.2139943,0.08,64.72736464
Mauke,vinivini,f0_20.point,154.1374784,0.1,72.1961256
Mauke,vinivini,f0_50.point,159.3215011,0.1,72.1961256
Mauke,vinivini,f0_80.point,171.7456658,0.1,72.1961256
Mauke,vinivini,f0_20.point,208.1349257,0.03,78.28020117
Mauke,vinivini,f0_50.point,210.9649898,0.03,78.28020117
Mauke,vinivini,f0_80.point,215.4549543,0.03,78.28020117
Mauke,vinivini,f0_20.point,193.692661,0.03,68.48032746
Mauke,vinivini,f0_50.point,192.5580419,0.03,68.48032746
Mauke,vinivini,f0_80.point,191.8066443,0.03,68.48032746
Mauke,viriꞌia,f0_20.point,143.5310219,0.12,56.65992776
Mauke,viriꞌia,f0_50.point,149.5936627,0.12,56.65992776
Mauke,viriꞌia,f0_80.point,154.4143079,0.12,56.65992776
Mauke,viriꞌia,f0_20.point,136.7023581,0.13,57.02141104
Mauke,viriꞌia,f0_50.point,144.4644038,0.13,57.02141104
Mauke,viriꞌia,f0_80.point,156.7076503,0.13,57.02141104
Mauke,vitiviti,f0_20.point,145.1419984,0.07,72.6236765
Mauke,vitiviti,f0_50.point,149.5714999,0.07,72.6236765
Mauke,vitiviti,f0_80.point,156.4660182,0.07,72.6236765
Mauke,vitiviti,f0_20.point,167.9479465,0.05,70.84449718
Mauke,vitiviti,f0_50.point,170.0772103,0.05,70.84449718
Mauke,vitiviti,f0_80.point,175.0620848,0.05,70.84449718
Mauke,viviki,f0_20.point,153.8070649,0.07,69.24045383
Mauke,viviki,f0_50.point,157.2275221,0.07,69.24045383
Mauke,viviki,f0_80.point,162.8253269,0.07,69.24045383
Mauke,viviki,f0_20.point,163.7004089,0.15,66.85675922
Mauke,viviki,f0_50.point,160.5461706,0.15,66.85675922
Mauke,viviki,f0_80.point,172.264185,0.15,66.85675922
Mauke,viviki,f0_20.point,155.3842655,0.03,54.01879288
Mauke,viviki,f0_50.point,154.8149474,0.03,54.01879288
Mauke,viviki,f0_80.point,154.8080836,0.03,54.01879288
Mauke,viviki,f0_20.point,194.1542005,0.03,59.9433944
Mauke,viviki,f0_50.point,206.8712948,0.03,59.9433944
Mauke,viviki,f0_80.point,222.0755426,0.03,59.9433944
Mauke,viꞌiviꞌi,f0_20.point,163.3281186,0.03,65.079901950000007
Mauke,viꞌiviꞌi,f0_50.point,165.2256389,0.03,65.079901950000007
Mauke,viꞌiviꞌi,f0_80.point,167.086597,0.03,65.079901950000007
Mauke,viꞌiviꞌi,f0_20.point,173.2988715,0.03,63.80546863
Mauke,viꞌiviꞌi,f0_50.point,168.9427073,0.03,63.80546863
Mauke,viꞌiviꞌi,f0_80.point,165.2604188,0.03,63.80546863
Mauke,vā,f0_20.point,137.5875268,0.1,59.83168536
Mauke,vā,f0_50.point,143.500323,0.1,59.83168536
Mauke,vā,f0_80.point,157.1039313,0.1,59.83168536
Mauke,vāvia,f0_20.point,155.066095,0.08,63.63187745
Mauke,vāvia,f0_50.point,159.5639642,0.08,63.63187745
Mauke,vāvia,f0_80.point,166.0719265,0.08,63.63187745
Mauke,vāvia,f0_20.point,179.258491,0.04,71.0878581
Mauke,vāvia,f0_50.point,183.3972304,0.04,71.0878581
Mauke,vāvia,f0_80.point,186.7400364,0.04,71.0878581
Mauke,vāvia,f0_20.point,177.7311428,0.08,65.72240724
Mauke,vāvia,f0_50.point,183.0455409,0.08,65.72240724
Mauke,vāvia,f0_80.point,195.233189,0.08,65.72240724
Mauke,vāvia,f0_20.point,283.3863742,0.05,70.43814618
Mauke,vāvia,f0_50.point,262.8627366,0.05,70.43814618
Mauke,vāvia,f0_80.point,155.4690228,0.05,70.43814618
Mauke,vāvie,f0_20.point,109.3643821,0.04,74.28813654
Mauke,vāvie,f0_50.point,115.7457703,0.04,74.28813654
Mauke,vāvie,f0_80.point,123.2088385,0.04,74.28813654
Mauke,vāvā,f0_20.point,169.8293975,0.07,66.18733151
Mauke,vāvā,f0_50.point,164.6078009,0.07,66.18733151
Mauke,vāvā,f0_80.point,167.3643022,0.07,66.18733151
Mauke,vāvā,f0_20.point,152.6463953,0.05,68.92049431
Mauke,vāvā,f0_50.point,151.9011989,0.05,68.92049431
Mauke,vāvā,f0_80.point,152.2361541,0.05,68.92049431
Mauke,vāvā,f0_20.point,158.5222384,0.09,53.20681696
Mauke,vāvā,f0_50.point,157.4633742,0.09,53.20681696
Mauke,vāvā,f0_80.point,173.2490658,0.09,53.20681696
Mauke,vāvā,f0_20.point,164.1294807,0.09,63.23939212
Mauke,vāvā,f0_50.point,169.6557517,0.09,63.23939212
