island,word,f0_20,f0_50,f0_80,duration,intensity
Mauke,vaꞌine,198.4692875,225.7050854,268.8470378,0.07,54.63688871
Mauke,vaꞌine,157.809303,166.7170301,173.5008109,0.04,47.66535402
Mauke,vaꞌine,197.7752054,217.8364242,231.8852659,0.07,58.99179343
Mauke,vaꞌine,197.7752054,217.8364242,231.8852659,0.07,58.99179343
Mauke,vaꞌine,121.5090675,123.1843884,124.6275492,0.03,74.12698042
Mauke,vaꞌine,119.4955759,119.0263837,118.7591859,0.03,71.66357163
Mauke,vaꞌine,97.3938131,98.60772581,100.1769614,0.03,70.36287158
Mauke,vaꞌine,97.04916062,97.09046465,97.28274228,0.03,66.92980867
Mauke,vaꞌine,168.1094479,170.9478254,173.2284016,0.03,78.41531996
Mauke,vaꞌine,134.5238938,137.727363,141.3177949,0.03,78.15123361
Mauke,vaꞌine,101.7727422,101.6008395,101.7005551,0.03,72.29634944
Mauke,vaꞌo,190.8651226,190.3786415,191.2130888,0.03,67.56462181
Mauke,vaꞌo,211.8326464,210.0498327,207.5027698,0.05,68.74733925
Mauke,vaꞌo,152.1855547,152.856354,153.5271534,0.01,63.20225854
Mauke,vaꞌo,141.0455691,154.6958393,175.0892276,0.11,67.65290124
Mauke,vaꞌo,149.006623,153.3737594,156.3627114,0.03,60.0016919
Mauke,vaꞌo,162.4284965,165.1920154,168.5048759,0.03,72.52772307
Mauke,vaꞌo,138.4319151,147.5565309,162.7958463,0.06,61.98312726
Mauke,vaꞌo,163.1849783,170.1145992,165.512843,0.14,62.04442282
Mauke,vaꞌo,187.707483,215.4732686,244.4667694,0.04,49.92710893
Mauke,vaꞌo,145.8751872,168.3603532,197.2666953,0.06,35.30546991
Mauke,vaꞌo,163.3902156,170.0873018,185.387659,0.03,39.39221134
Mauke,vaꞌo,138.5829132,145.261878,188.5878398,0.15,46.59072067
Mauke,vaꞌo,167.5320812,183.4863962,200.9986237,0.07,52.97308528
Mauke,vaꞌo,171.4473526,174.7934885,179.236675,0.08,50.59783332
Mauke,vera,244.2861042,249.5851164,256.5652008,0.03,68.06962535
Mauke,veravera,155.0028679,159.071489,171.9267408,0.05,59.93000491
Mauke,veravera,164.5499902,165.1932054,175.3379108,0.1,64.93838014
Mauke,veꞌeveꞌe,149.5569535,161.3654865,176.0928786,0.05,65.49871969
Mauke,veꞌeveꞌe,166.3389245,167.8531779,175.2139943,0.08,64.72736464
Mauke,vinivini,154.1374784,159.3215011,171.7456658,0.1,72.1961256
Mauke,vinivini,208.1349257,210.9649898,215.4549543,0.03,78.28020117
Mauke,vinivini,193.692661,192.5580419,191.8066443,0.03,68.48032746
Mauke,viriꞌia,143.5310219,149.5936627,154.4143079,0.12,56.65992776
Mauke,viriꞌia,136.7023581,144.4644038,156.7076503,0.13,57.02141104
Mauke,vitiviti,145.1419984,149.5714999,156.4660182,0.07,72.6236765
Mauke,vitiviti,167.9479465,170.0772103,175.0620848,0.05,70.84449718
Mauke,viviki,153.8070649,157.2275221,162.8253269,0.07,69.24045383
Mauke,viviki,163.7004089,160.5461706,172.264185,0.15,66.85675922
Mauke,viviki,155.3842655,154.8149474,154.8080836,0.03,54.01879288
Mauke,viviki,194.1542005,206.8712948,222.0755426,0.03,59.9433944
Mauke,viꞌiviꞌi,163.3281186,165.2256389,167.086597,0.03,65.079901950000007
Mauke,viꞌiviꞌi,173.2988715,168.9427073,165.2604188,0.03,63.80546863
Mauke,vā,137.5875268,143.500323,157.1039313,0.1,59.83168536
Mauke,vāvia,155.066095,159.5639642,166.0719265,0.08,63.63187745
Mauke,vāvia,179.258491,183.3972304,186.7400364,0.04,71.0878581
Mauke,vāvia,177.7311428,183.0455409,195.233189,0.08,65.72240724
Mauke,vāvia,283.3863742,262.8627366,155.4690228,0.05,70.43814618
Mauke,vāvie,109.3643821,115.7457703,123.2088385,0.04,74.28813654
Mauke,vāvā,169.8293975,164.6078009,167.3643022,0.07,66.18733151
Mauke,vāvā,152.6463953,151.9011989,152.2361541,0.05,68.92049431
Mauke,vāvā,158.5222384,157.4633742,173.2490658,0.09,53.20681696
Mauke,vāvā,164.1294807,169.6557517,186.8484537,0.09,63.23939212
Mauke,vēꞌi,148.41095,151.8128369,159.5754305,0.06,43.09522711
Mauke,vēꞌi,148.41095,151.8128369,159.5754305,0.06,43.09522711
Mauke,vēꞌī,163.9181471,161.1925387,166.5254337,0.07,47.71697819
Mauke,vēꞌī,163.9181471,161.1925387,166.5254337,0.07,47.71697819
Mauke,vēꞌī,168.5608192,169.5003818,179.787132,0.09,46.12773552
Mauke,vēꞌī,168.5608192,169.5003818,179.787132,0.09,46.12773552
Mauke,vī,135.9981816,137.9717352,146.8411224,0.06,64.68891263
Mauke,ꞌakarevaꞌia,268.9852577,261.2573639,264.7984099,0.07,65.2493847
Mauke,ꞌakarevaꞌia,245.7288341,240.9362039,241.4637449,0.07,64.39327836
Mauke,ꞌakarevaꞌia,221.7071723,219.382729,235.3023967,0.07,59.0343979
Mauke,ꞌakarevaꞌia,210.1738829,201.198516,211.293268,0.08,62.42611623
Mauke,ꞌakavaꞌavaꞌa,164.05256,171.4008307,185.2650599,0.08,69.55848265
Mauke,ꞌakavaꞌavaꞌa,176.8849416,177.7384202,178.0267969,0.07,63.45704366
Mauke,ꞌakavaꞌavaꞌaꞌia,153.1933306,156.1327699,165.3945937,0.07,69.07529871
Mauke,ꞌakavaꞌavaꞌaꞌia,158.8986733,162.143812,170.8202322,0.08,68.19423598
Mauke,ꞌakavaꞌavaꞌaꞌia,155.6484575,161.8798363,170.0921859,0.07,64.84900539
Mauke,ꞌakavaꞌavaꞌaꞌia,162.326192,159.9119954,160.0356657,0.06,68.30861913
Mauke,ꞌakavaꞌavaꞌva,181.0071036,183.8903647,188.6938125,0.06,63.45366928
Mauke,ꞌakavaꞌavaꞌva,186.2548529,188.2575011,190.1152815,0.05,65.37936243
Mauke,ꞌakavaꞌavaꞌva,80.12234524,79.27915519,82.43184323,0.03,63.19076832
Mauke,ꞌavaiki,180.6769706,187.6569752,205.293749,0.06,48.83759371
Mauke,ꞌavaiki,139.1657132,144.8136347,149.6198269,0.1,43.79808648
Mauke,ꞌavaiki,120.6160819,140.9785741,146.6681359,0.04,56.287877
Mauke,ꞌānēnevaꞌia,227.8980123,224.4299403,230.6198918,0.07,65.38226447
Mauke,ꞌārāvei,147.9320675,150.9252764,157.6969686,0.07,61.77989014
Mauke,ꞌārāvei,131.9723427,132.4522853,134.4579604,0.05,63.71752668
Mauke,ꞌārāvei,178.9923507,178.8593211,179.0838723,0.03,70.49913304
Mauke,ꞌāviri,169.7026681,169.5229581,179.8865905,0.06,71.51323204
Penrhyn,iva,160.1571867,163.6668838,173.2033711,0.07,56.92299954
Penrhyn,iva,134.8908105,137.6705245,135.4112285,0.09,55.79775209
Penrhyn,ivi,150.6632393,146.4893113,155.1642737,0.1,57.22991349
Penrhyn,ivi,152.0821601,146.7421502,162.4473679,0.09,57.77213594
Penrhyn,ivi,157.497484,151.665946,151.6196516,0.13,59.10126818
Penrhyn,ivi,124.1395537,110.3363397,100.6722128,0.16,53.64564467
Penrhyn,ivi,105.0685399,100.7737665,100.4595347,0.19,48.70063397
Penrhyn,ivi,161.1152816,157.1753146,153.3101397,0.04,57.68937487
Penrhyn,ivi,171.0589037,149.7729534,136.2487979,0.17,57.09261711
Penrhyn,kave,127.0040297,122.229538,116.075169,0.05,44.85854898
Penrhyn,kiva,173.3413092,170.7449326,167.7364989,0.01,45.36631081
Penrhyn,mākave,178.1293074,177.3270517,175.8434736,0.03,61.48731736
Penrhyn,nukuteveri,126.4545411,123.5800238,120.7609606,0.03,51.27771753
Penrhyn,rava,181.751871,147.5406946,148.3667581,0.12,58.34005711
Penrhyn,rava,182.293424,181.9103303,185.3741312,0.09,61.05925601
Penrhyn,rava,178.4171081,168.258139,172.2983907,0.11,61.53087159
Penrhyn,rava,148.9447165,145.6566658,146.3485493,0.08,60.41849665
Penrhyn,rava,186.1708734,186.4607159,189.2248826,0.08,55.93618667
Penrhyn,rava,165.4951252,169.740333,174.6869344,0.12,56.82787172
Penrhyn,rava,189.4685335,189.1101321,192.5239296,0.07,60.95966959
Penrhyn,rava,128.2277296,133.2186279,134.0139214,0.11,57.07831634
Penrhyn,rava,133.0123719,133.8861909,132.1861729,0.08,60.38664198
Penrhyn,rava,180.1648075,176.4611111,185.22773,0.1,59.31413158
Penrhyn,rava,157.0382159,147.9402119,142.9342027,0.13,40.45632049
Penrhyn,rava,160.1361632,163.0369316,168.1126379,0.08,41.00019485
Penrhyn,rava,134.2467912,134.1132972,132.960003,0.09,49.40478555
Penrhyn,rava,152.4502167,153.9509916,159.6338534,0.11,37.43775444
Penrhyn,rava,165.2024265,162.2145434,158.7396709,0.09,43.70193866
Penrhyn,rava,108.6885766,103.617461,106.3734433,0.13,38.10400615
Penrhyn,rava,137.6285273,137.720907,138.5891991,0.1,36.92277718
Penrhyn,ravakai,129.5948449,136.4589103,142.7309049,0.1,43.15205883
Penrhyn,ravakai,133.3602692,134.934831,133.2449196,0.08,45.28081447
Penrhyn,ravakai,165.0052018,160.2522273,153.6493654,0.1,39.35964758
Penrhyn,ravakai,145.2510674,146.4802292,150.6762555,0.09,38.66290297
Penrhyn,ravakai,114.6854914,116.7053215,124.3639525,0.11,31.56377803
Penrhyn,ravakai,109.8744184,109.2063876,112.7581734,0.06,45.5601819
Penrhyn,ravarava,117.3362326,118.1375716,121.5406612,0.09,57.23782388
Penrhyn,rave,180.5943414,164.6514825,170.9080692,0.12,58.47377136
Penrhyn,rave,143.1998092,142.2426054,145.7610666,0.1,60.45301952
Penrhyn,rave,117.3607191,115.6371641,122.7000534,0.13,55.1876636
Penrhyn,rave,130.5174337,137.9977913,130.3023037,0.09,42.20559579
Penrhyn,rave,182.7442459,180.5663807,179.8996557,0.03,50.94742202
Penrhyn,rave,177.6274067,172.9542371,183.4937809,0.09,43.2130405
Penrhyn,rave,117.0717013,117.6678966,118.0148468,0.03,46.50390823
Penrhyn,rave,152.7093829,150.0013033,152.9838921,0.08,41.38583025
Penrhyn,ravenga,148.2193269,143.0003978,141.5156215,0.04,56.92533462
Penrhyn,ravenga,139.3547099,139.8660848,145.3527853,0.12,56.80985692
Penrhyn,ravenga,174.465735,171.6484978,168.3296504,0.03,62.97754163
Penrhyn,ravenga,158.0231705,164.6269813,170.5696847,0.08,60.82922312
Penrhyn,ravenga,174.8597575,184.5101994,192.9787797,0.07,65.48486511
Penrhyn,raverave,116.2356725,118.2682516,120.3250106,0.06,55.39611495
Penrhyn,raverave,114.0674712,114.729703,116.6060068,0.06,56.54212512
Penrhyn,raveꞌanga,181.278225,173.6451338,178.4112613,0.12,61.88195376
Penrhyn,raveꞌanga,145.6998474,149.8547297,154.2290253,0.09,54.38414868
Penrhyn,raveꞌanga,162.7500771,166.304878,169.6703078,0.1,59.12137231
Penrhyn,raveꞌia,104.0299673,104.5294396,107.9883955,0.08,41.0834437
Penrhyn,rāvenga,168.1889025,170.1511458,188.9608683,0.1,56.1847685
Penrhyn,rāvenga,159.2054194,161.5162478,169.5829281,0.08,58.7849288
Penrhyn,rāvenga,142.5559869,142.4389329,145.6057142,0.11,57.95896098
Penrhyn,rāvenga,155.9151164,157.495881,161.429735,0.08,62.76656527
Penrhyn,rāvenga,185.0291406,187.6945231,195.7217877,0.09,59.59655333
Penrhyn,rāvenga,141.9308356,141.0409329,140.0699857,0.07,56.8674613
Penrhyn,rāvenga,145.8939219,148.6484698,159.2070034,0.07,39.38369534
Penrhyn,rāvenga,137.1626202,148.5068666,158.0392182,0.05,41.20134398
Penrhyn,rāvenga,144.0014924,143.179397,140.7946132,0.1,35.78666651
Penrhyn,rāvenga,154.7291027,153.7359261,153.2944181,0.03,43.60150703
Penrhyn,rāvenga,136.2921634,135.320884,134.2508827,0.03,47.81740945
Penrhyn,rāvenga,127.0448349,120.7562738,112.564076,0.03,49.0933429
Penrhyn,tumutevarovaro,118.0991587,118.0532824,117.396673,0.03,48.26146024
Penrhyn,tumutevarovaro,108.2120154,116.6543009,121.0857513,0.07,39.31340168
Penrhyn,vaerua,134.1689926,135.447333,139.9922501,0.11,58.18706916
Penrhyn,vai,158.6824692,162.6466796,172.2179101,0.06,56.96777373
Penrhyn,vai,123.0662741,128.7398155,137.6207674,0.11,54.70829895
Penrhyn,vai,142.9471354,145.6572833,175.4001644,0.1,56.08924566
Penrhyn,vai,120.1024761,128.2908813,142.0090856,0.12,35.52920297
Penrhyn,vai,111.2962174,121.3022412,139.3177,0.12,34.87160861
Penrhyn,vaiau,105.0806963,108.7789382,115.8184227,0.07,39.36207601
Penrhyn,vaitata,107.0759856,112.173721,118.3413135,0.07,49.77139656
Penrhyn,vaitata,140.71954,131.0068245,140.6515387,0.24,55.23662781
Penrhyn,vaitata,121.5687738,129.5462622,139.4176629,0.11,51.50425414
Penrhyn,vaitata,111.3039042,115.4286633,124.8209914,0.16,50.99085031
Penrhyn,vaiꞌī,109.5062155,119.2598276,126.6536215,0.09,53.28901831
Penrhyn,vaiꞌī,129.2225269,133.8000804,157.3373163,0.1,56.99211409
Penrhyn,vaiꞌī,137.0839537,149.5861713,167.5708974,0.06,57.38549022
Penrhyn,vaka,132.5274254,138.2028045,139.3052285,0.05,64.2104426
Penrhyn,vaka,140.169216,147.6469791,152.174165,0.06,39.88671498
Penrhyn,varu,134.4295305,149.5411108,155.3489021,0.07,58.65747337
Penrhyn,vaꞌine,111.3748001,114.9545452,122.6850308,0.1,52.92167932
Penrhyn,vaꞌine,114.3258167,110.7650779,116.1892559,0.17,55.59490666
Penrhyn,vaꞌine,136.213783,144.827473,165.3665101,0.12,53.53154583
Penrhyn,vaꞌine,111.3976136,117.6349493,126.2023319,0.09,52.1261963
Penrhyn,vaꞌo,121.0500999,128.2977021,141.3678697,0.15,34.26696454
Penrhyn,veri,161.5872803,167.7841276,178.2548209,0.04,48.30368933
Penrhyn,viti,104.3312032,101.364936,99.69442475,0.04,52.20597169
Penrhyn,viviki,120.8283233,120.8364302,120.8650688,0.01,60.39576919
Penrhyn,viviki,120.0203686,120.4026801,136.7623052,0.3,60.1416521
Penrhyn,viviki,138.5750496,145.3349134,174.9844899,0.28,62.72308806
Penrhyn,viviki,152.0378728,149.4653717,161.6678668,0.1,39.69093515
Penrhyn,viviki,133.9780836,133.8830975,140.17895,0.12,37.98878602
Penrhyn,viviki,140.1605232,139.2904408,137.7638877,0.03,44.39455079
Penrhyn,viviki,179.4891503,178.5676233,177.4028945,0.03,56.31589312
Penrhyn,viviki,169.6131667,167.4507769,161.2956164,0.03,47.51789719
Penrhyn,viviki,134.8969605,134.7451728,134.8944285,0.03,36.92982472
Penrhyn,viviki,140.4229757,141.1617942,141.4934214,0.03,42.63010498
Penrhyn,vānanga,103.2480819,106.2934984,115.7886037,0.13,57.12623164
Penrhyn,vāꞌanga,110.0688189,119.1958916,123.761505,0.11,53.31580656
Penrhyn,vāꞌine,112.4845339,122.4683452,148.1858281,0.13,39.55108172
Penrhyn,vītī,110.202339,113.9053833,117.7807848,0.15,50.26469534
Penrhyn,vītī,117.5896549,131.38591159999999,181.5015576,0.23,52.3002283
Penrhyn,ꞌakavaitata,113.5323957,120.9547779,135.171299,0.12,34.85165755
Penrhyn,ꞌavaiki,104.3426509,108.9993365,116.9206291,0.13,53.63327389
Rarotonga,avaiki,172.1006703,171.7737452,171.5176689,0.01,45.78803003
Rarotonga,dāvida,185.3366656,186.2194906,186.8170857,0.03,72.92951304
Rarotonga,dāvida,164.0848126,163.730714,161.4510627,0.03,68.21242294
Rarotonga,dāvida,159.9833897,157.9585955,155.5862579,0.03,70.90476776
Rarotonga,kave,187.2222896,182.0284453,176.834601,0.01,58.87526841
Rarotonga,levi,164.6901321,159.116373,151.634626,0.04,60.77871939
Rarotonga,levi,172.1244222,173.3332068,174.5419913,0.01,73.01558186
Rarotonga,levi,202.7846486,202.1186638,201.4526789,0.01,66.26246291
Rarotonga,peroveta,204.251718,204.5542001,204.8377622,0.01,75.53369758
Rarotonga,peroveta,133.0052788,132.2732746,131.6275669,0.01,64.177875
Rarotonga,rava,190.3080861,192.3677323,200.9422508,0.07,39.14364889
Rarotonga,rava,183.659779,184.7085848,186.3471399,0.03,51.93686544
Rarotonga,rava,163.0486195,163.1854252,164.8000698,0.06,69.42431665
Rarotonga,rava,189.5262688,190.4780031,191.7027963,0.09,66.70356227
Rarotonga,rava,193.5177828,184.4651198,183.7253177,0.08,66.16909406
Rarotonga,rava,196.0870658,196.3950482,193.1143763,0.07,64.13689113
Rarotonga,rava,140.9453029,141.9241064,145.0934315,0.04,60.06804464
Rarotonga,rava,153.075116,152.8686235,152.4038036,0.03,68.44576474
Rarotonga,rava,169.5475095,173.9188434,174.4097055,0.05,66.58547473
Rarotonga,rava,171.8582879,171.3835592,170.4209788,0.03,69.39697893
Rarotonga,rava,156.8867423,158.4949775,159.3235051,0.03,69.55254945
Rarotonga,rava,170.882245,171.9484,170.9753879,0.03,71.02328581
Rarotonga,rava,154.384959,154.2359147,154.6213722,0.03,73.88570854
Rarotonga,rava,201.1988382,200.2789841,200.2269977,0.06,64.10091679
Rarotonga,rava,187.2207048,184.6342637,190.9170049,0.08,58.51959044
Rarotonga,rava,198.7995695,201.3252994,206.0803521,0.07,59.79153171
Rarotonga,rava,182.1492126,181.7903536,180.1774909,0.03,61.16930985
Rarotonga,rava,203.2640709,194.1266117,185.3853686,0.03,65.72908165
Rarotonga,rava,211.9726197,215.4207831,215.1551888,0.07,62.28111173
Rarotonga,rava,262.4607408,254.8271933,257.7445844,0.03,68.89568392
Rarotonga,rava,193.7928798,196.509743,194.8369007,0.03,63.32447792
Rarotonga,rava,182.2280804,182.4666072,186.0005891,0.07,55.93996294
Rarotonga,rava,219.849751,219.2856567,219.0031685,0.03,66.04152393
Rarotonga,ravakai,163.3565974,179.047292,188.2255224,0.06,55.23310841
Rarotonga,ravarai,155.954699,154.5848716,156.8058796,0.07,58.65795284
Rarotonga,rave,141.7901334,142.2724681,143.3506209,0.03,39.22013304
Rarotonga,rave,131.3276593,130.6656744,129.6487814,0.01,46.33316259
Rarotonga,rave,175.2767342,175.739425,172.1467971,0.06,68.54759397
Rarotonga,rave,196.7111458,198.526832,201.0515532,0.07,61.51192925
Rarotonga,rave,152.2465916,158.193269,166.1123056,0.05,58.93575683
Rarotonga,rave,173.1952875,178.0423661,187.2472042,0.03,65.91908892
Rarotonga,rave,264.5272935,273.456209,283.6170429,0.04,60.44436381
Rarotonga,rave,235.2678925,238.4781033,258.9135576,0.06,58.46736488
Rarotonga,rave,147.9823123,147.0307908,145.6035085,0.03,52.08088018
Rarotonga,rave,171.8257403,170.7151792,168.7065523,0.07,60.75461504
Rarotonga,rave,188.7909659,194.118812,194.179381,0.06,58.45892051
Rarotonga,rave,242.2890696,245.8029564,251.6168525,0.04,59.00567192
Rarotonga,rave,159.5438135,167.3539224,179.5802404,0.04,56.96683161
Rarotonga,rave,223.554672,224.3233775,224.42758,0.03,60.36693846
Rarotonga,rave,252.3160867,246.5226761,223.7242356,0.07,60.2865087
Rarotonga,rave,185.1994504,184.9791116,177.4193974,0.06,60.45023701
Rarotonga,rave,164.1266302,161.3967016,160.9072317,0.03,61.57894818
Rarotonga,rave,148.8222171,166.017241,162.4935234,0.06,57.90821531
Rarotonga,rave,146.9851461,147.532022,148.5538261,0.03,52.44179733
Rarotonga,rave,173.422295,172.5059598,170.5236966,0.06,57.66907467
Rarotonga,rave,180.9963091,179.2687304,178.0669359,0.03,68.62054346
Rarotonga,rave,173.2174574,125.3477226,78.11565115,0.05,62.82299647
Rarotonga,raveꞌia,157.397292,158.7987634,162.3012792,0.05,40.76577072
Rarotonga,raveꞌia,277.7371583,279.5070923,281.2811243,0.01,79.29381702
Rarotonga,reva,225.2283938,207.0156353,199.3115861,0.11,57.99118518
Rarotonga,reva,166.0444915,164.6415886,174.3329439,0.09,55.20746788
Rarotonga,tāvini,162.789588,163.6790546,165.1596904,0.04,74.40051467
Rarotonga,vaerua,150.8055189,153.6446952,156.5206095,0.03,65.45901214
Rarotonga,vaerua,155.5728321,158.6751162,168.7526652,0.05,65.8937979
Rarotonga,vaerua,165.2124182,181.0607224,187.41923,0.04,61.6647351
Rarotonga,vaevae,176.0664272,172.1772609,181.9133943,0.09,57.13772578
Rarotonga,vaevae,179.5078646,162.653169,188.5917966,0.1,53.97354705
Rarotonga,vai,156.9784706,163.5393745,169.9301948,0.04,57.46851622
Rarotonga,vai,187.4211138,191.6617549,203.1655695,0.04,62.49939317
Rarotonga,vai,189.3512717,189.1350335,191.7766676,0.04,62.31965962
Rarotonga,vaka,216.0114239,231.487165,245.5591916,0.09,40.88465639
Rarotonga,vaka,155.3458422,152.729428,159.0961202,0.1,37.61677811
Rarotonga,vaka,186.2937547,186.5871461,194.9928698,0.1,40.30599302
Rarotonga,varangau,161.2551019,159.216351,156.5986259,0.03,77.25897834
Rarotonga,varu,175.2165276,167.6709283,158.4596738,0.04,68.33902117
Rarotonga,varu,158.0936677,168.0508718,185.4522907,0.09,67.25426413
Rarotonga,vavaria,194.5344267,199.0862544,211.536707,0.05,60.5870554
Rarotonga,vave,190.357318,198.1409022,204.6452976,0.05,62.18967729
Rarotonga,vave,215.578538,212.6127544,211.110486,0.04,61.50345972
Rarotonga,vaꞌine,193.5044104,199.8812403,220.2208021,0.07,40.11250672
Rarotonga,vaꞌine,150.2001265,158.5840508,174.9798816,0.04,64.10233649
Rarotonga,vaꞌine,150.987494,154.1335996,156.9878625,0.03,68.05615202
Rarotonga,vaꞌine,159.8981349,164.5304489,168.6756122,0.03,71.94041193
Rarotonga,vaꞌine,154.792381,154.1572527,155.0344641,0.03,69.60288992
Rarotonga,vaꞌine,157.2472302,153.7982121,151.5021114,0.03,68.76914823
Rarotonga,vaꞌine,173.2957331,173.2788208,164.5217365,0.04,67.86852083
Rarotonga,vaꞌine,163.7656077,179.0956949,216.2550866,0.07,57.34803646
Rarotonga,vaꞌo,162.3322016,166.7135439,183.2352375,0.09,54.74169635
Rarotonga,vaꞌī,167.3886498,170.5426231,170.6996428,0.03,66.83027513
Rarotonga,vaꞌīꞌia,133.3238742,141.1987304,140.4797705,0.07,58.83285851
Rarotonga,verovero,241.519443,242.3193003,243.1191576,0.01,70.9717335
Rarotonga,vitiō,234.3160176,238.3894748,252.0423416,0.05,61.62223366
Rarotonga,viviki,192.214409,196.5949754,205.324161,0.08,63.19945255
Rarotonga,viviki,160.3140084,179.0348419,189.5517819,0.09,63.3007367
Rarotonga,viviki,202.9554718,198.8695294,199.6974647,0.09,63.0578791
Rarotonga,viviki,210.9826678,214.2515686,218.1566155,0.03,63.16907401
Rarotonga,viꞌiviꞌi,181.9696386,182.9640619,203.7690061,0.06,54.88136257
Rarotonga,viꞌiviꞌi,195.0248188,183.5359895,178.0969042,0.08,61.03012344
Rarotonga,ꞌakarevaꞌia,179.8239558,182.9558681,180.7558701,0.03,43.57444344
Rarotonga,ꞌakarevaꞌia,180.1836331,174.0694998,173.5889386,0.03,44.73979628
Rarotonga,ꞌakavā,172.8723466,174.6836208,176.7758423,0.03,65.63228131
Rarotonga,ꞌakavāꞌanga,195.2627153,198.7181186,203.9362055,0.08,59.15018825
Rarotonga,ꞌāviri,235.8843587,233.2275461,249.3024503,0.07,59.29200567
